% ITASE_2000_4					
% Water isotope data from the University of Washington					
% Eric J. Steig and David P. Schneider					
%					
% Citation:					
% Steig EJ, Ding Q, White JCW, Kuettel M, Rupper SB, Neumann TA, Neff PD,					
% Gallant AJE, Mayewski PA, Taylor KC, Hoffmann G, Dixon DA, Schoenemann S, Markle BM, 					
% Schneider DP, Fudge TJ, Schauer AJ, Teel RP, Vaughn B, Burgener L, Williams J,					
% Korotkikh E. Recent climate and ice-sheet changes in West Antarctica compared					
% with the past 2000 years. Nature Geoscience 6: 372-375, doi: 10.1038/NGEO1778 (2013).					
%					
% Depths are given in meters. Age in calendar years.					
% Ages refer to nominal Jan 1st (that is, 2000.0 means midnight of Dec 31, 1999)					
%					
% Isotope ratios are normalized on the V-SMOW / SLAP scale.					
% Precision is <0.1 per mil and <1 per mil for d18O and delD, respectively.  Analysis via CO2 equilibration (d18O), reduction on Cr (dD) or laser spectroscopy (dD).					
%					
% Core ITASE_2000_4, Location 120.0764 W, 78.0829 S, elevation 1697 m					
% Core depth = 58 m.  Analyzed to 20 m.					
%					
% Depth_top	Depth_bottom	Age_top	Age_bottom	dD (per mil)	d18O (per mil)
8.39176	8.42192	1980.8688	1980.8098	-228.565584	-29.184477
8.42192	8.45208	1980.8098	1980.7509	-230.065434	-29.276371
8.45208	8.48224	1980.7509	1980.6919	-232.062335	-29.563254
8.48224	8.5124	1980.6919	1980.633	-234.061411	-29.721019
8.5124	8.54256	1980.633	1980.574	-234.555197	-29.763956
8.54256	8.57272	1980.574	1980.5151	-231.145457	-29.437376
8.57272	8.60288	1980.5151	1980.4561	-225.312464	-29.021514
8.60288	8.63304	1980.4561	1980.3972	-220.017849	-28.443072
8.63304	8.6632	1980.3972	1980.3382	-214.575317	-28.151433
8.6632	8.69336	1980.3382	1980.2793	-214.750426	-27.9394
8.69336	8.72352	1980.2793	1980.2203	-214.30667	-28.038021
8.72352	8.75368	1980.2203	1980.1613	-217.918711	-28.349535
8.75368	8.78384	1980.1613	1980.1024	-220.951042	-28.709962
8.78384	8.814	1980.1024	1980.0434	-224.031228	-29.025707
8.814	8.84416	1980.0434	1979.9804	-229.19315	-29.511152
8.84416	8.87432	1979.9804	1979.9061	-235.999578	-30.133693
8.87432	8.90448	1979.9061	1979.8318	-247.743876	-31.630412
8.90448	8.93464	1979.8318	1979.7575	-263.551582	-33.220015
8.93464	8.9648	1979.7575	1979.6831	-279.296206	-34.759519
8.9648	8.995	1979.6831	1979.6087	-292.72634	-36.147185
8.995	9.024939	1979.6087	1979.5306	-297.509514	-37.044197
9.024939	9.054878	1979.5306	1979.4525	-299.358691	-37.26531
9.054878	9.084817	1979.4525	1979.3744	-294.775048	-36.674165
9.084817	9.114756	1979.3744	1979.2963	-282.117904	-35.575137
9.114756	9.144695	1979.2963	1979.2182	-272.211602	-34.508462
9.144695	9.174634	1979.2182	1979.1401	-263.044315	-33.499935
9.174634	9.204573	1979.1401	1979.062	-258.980276	-32.971109
9.204573	9.234512	1979.062	1978.9782	-262.339139	-33.105954
9.234512	9.264451	1978.9782	1978.8725	-267.345234	-33.568386
9.264451	9.29439	1978.8725	1978.7669	-272.675533	-34.223142
9.29439	9.324329	1978.7669	1978.6612	-281.226064	-35.117714
9.324329	9.354268	1978.6612	1978.5555	-287.501693	-35.954509
9.354268	9.384207	1978.5555	1978.4499	-291.508969	-36.403746
9.384207	9.414146	1978.4499	1978.3442	-290.946794	-36.405982
9.414146	9.444085	1978.3442	1978.2385	-284.451753	-35.795609
9.444085	9.474024	1978.2385	1978.1329	-276.126093	-34.933223
9.474024	9.503963	1978.1329	1978.0272	-269.166028	-34.14476
9.503963	9.533902	1978.0272	1977.9333	-266.113905	-33.782936
9.533902	9.563841	1977.9333	1977.8435	-269.954166	-33.990559
9.563841	9.59378	1977.8435	1977.7537	-277.004833	-34.363117
9.59378	9.623719	1977.7537	1977.6638	-282.343866	-35.197221
9.623719	9.653658	1977.6638	1977.574	-289.60303	-35.912123
9.653658	9.683597	1977.574	1977.4842	-292.369153	-36.299217
9.683597	9.713536	1977.4842	1977.3944	-294.327489	-36.551118
9.713536	9.743475	1977.3944	1977.3046	-292.167207	-36.292475
9.743475	9.773414	1977.3046	1977.2148	-284.245439	-35.637799
9.773414	9.803353	1977.2148	1977.1249	-275.474405	-34.682455
9.803353	9.833292	1977.1249	1977.0351	-263.471132	-33.683757
9.833292	9.863231	1977.0351	1976.9316	-257.039405	-33.05445
9.863231	9.89317	1976.9316	1976.8194	-258.355878	-33.041216
9.89317	9.923109	1976.8194	1976.7071	-262.461399	-33.520428
9.923109	9.953048	1976.7071	1976.5948	-273.371977	-34.351527
9.953048	9.983	1976.5948	1976.4825	-280.144285	-34.978963
9.995	10.025	1976.4375	1976.3198	-280.467399	-35.046634
10.025	10.055	1976.3198	1976.2021	-273.929786	-34.4336
10.055	10.085	1976.2021	1976.0844	-264.753767	-33.465371
10.085	10.115	1976.0844	1975.9687	-251.070516	-32.243405
10.115	10.145	1975.9687	1975.8579	-239.676358	-30.983713
10.145	10.175	1975.8579	1975.7472	-232.342966	-30.246975
10.175	10.205	1975.7472	1975.6364	-229.930522	-29.963119
10.205	10.235	1975.6364	1975.5257	-234.698646	-30.341318
10.235	10.265	1975.5257	1975.4149	-243.542818	-31.059274
10.265	10.295	1975.4149	1975.3041	-252.141379	-31.75112
10.295	10.325	1975.3041	1975.1934	-257.071061	-32.378465
10.325	10.355	1975.1934	1975.0826	-259.205146	-32.545834
10.355	10.385	1975.0826	1974.9761	-255.098533	-32.376155
10.385	10.415	1974.9761	1974.8819	-251.550821	-31.975758
10.415	10.445	1974.8819	1974.7878	-249.293386	-31.766201
10.445	10.475	1974.7878	1974.6936	-250.571653	-31.998965
10.475	10.505	1974.6936	1974.5995	-257.645245	-32.571347
10.505	10.535	1974.5995	1974.5053	-267.555662	-33.647481
10.535	10.565	1974.5053	1974.4112	-274.184005	-34.270327
10.565	10.595	1974.4112	1974.317	-276.192292	-34.307478
10.595	10.625	1974.317	1974.2229	-271.581078	-33.895331
10.625	10.655	1974.2229	1974.1287	-262.405074	-32.999138
10.655	10.685	1974.1287	1974.0346	-254.658191	-32.031014
10.685	10.715	1974.0346	1973.9504	-247.979005	-31.244978
10.715	10.745	1973.9504	1973.8719	-244.946127	-30.878078
10.745	10.775	1973.8719	1973.7934	-245.957455	-30.962266
10.775	10.805	1973.7934	1973.715	-250.008293	-31.480366
10.805	10.835	1973.715	1973.6365	-255.534675	-32.327594
10.835	10.865	1973.6365	1973.5581	-265.55069	-33.269204
10.865	10.895	1973.5581	1973.4796	-275.447336	-34.243333
10.895	10.925	1973.4796	1973.4012	-284.452024	-35.205284
10.925	10.935	1973.4012	1973.375	-285.295349	-35.493666
10.935	10.965205	1973.375	1973.2879	-288.689654	-35.88747
10.965205	10.99541	1973.2879	1973.2007	-289.409188	-36.109783
10.99541	11.025615	1973.2007	1973.1136	-288.993604	-36.180711
11.025615	11.05582	1973.1136	1973.0265	-288.617811	-36.095516
11.05582	11.086025	1973.0265	1972.9418	-288.616705	-35.950111
11.086025	11.11623	1972.9418	1972.8581	-284.948292	-35.701304
11.11623	11.146435	1972.8581	1972.7745	-285.73746	-35.541049
11.146435	11.17664	1972.7745	1972.6908	-284.312758	-35.50734
11.17664	11.206845	1972.6908	1972.6072	-284.289547	-35.402669
11.206845	11.23705	1972.6072	1972.5236	-285.254454	-35.3539
11.23705	11.267255	1972.5236	1972.4399	-282.794108	-35.183079
11.267255	11.29746	1972.4399	1972.3563	-279.537964	-34.75486
11.29746	11.327665	1972.3563	1972.2726	-272.559248	-34.155317
11.327665	11.35787	1972.2726	1972.189	-264.623363	-33.199626
11.35787	11.388075	1972.189	1972.1053	-254.547663	-32.209309
11.388075	11.41828	1972.1053	1972.0217	-245.912139	-31.358038
11.41828	11.448485	1972.0217	1971.9262	-243.134578	-31.030721
11.448485	11.47869	1971.9262	1971.8267	-244.651018	-31.180576
11.47869	11.508895	1971.8267	1971.7271	-253.113015	-31.767716
11.508895	11.5391	1971.7271	1971.6275	-261.85133	-32.578828
11.5391	11.569305	1971.6275	1971.5279	-265.443478	-33.191563
11.569305	11.59951	1971.5279	1971.4284	-270.452591	-33.51523
11.59951	11.629715	1971.4284	1971.3288	-269.379369	-33.663097
11.629715	11.65992	1971.3288	1971.2292	-268.681939	-33.601326
11.65992	11.690125	1971.2292	1971.1296	-265.390426	-33.34771
11.690125	11.72033	1971.1296	1971.03	-262.891396	-33.021778
11.72033	11.750535	1971.03	1970.9232	-261.943069	-32.999164
11.750535	11.78074	1970.9232	1970.8131	-263.892776	-33.133658
11.78074	11.810945	1970.8131	1970.703	-267.840824	-33.547319
11.810945	11.84115	1970.703	1970.593	-273.833632	-34.189275
11.84115	11.871355	1970.593	1970.4829	-278.999695	-34.715902
11.871355	11.90156	1970.4829	1970.3729	-279.750177	-34.920936
11.90156	11.931765	1970.3729	1970.2628	-277.509782	-34.817609
11.931765	11.962	1970.2628	1970.1526	-271.930346	-34.114286
11.975	12.0055	1970.1053	1970.0309	-259.16993	-32.679294
12.0055	12.036	1970.0309	1969.945	-251.41531	-32.054234
12.036	12.0665	1969.945	1969.8508	-249.171599	-31.625739
12.0665	12.097	1969.8508	1969.7566	-252.375796	-31.824851
12.097	12.1275	1969.7566	1969.6625	-258.387394	-32.416365
12.1275	12.158	1969.6625	1969.5683	-266.196172	-33.172802
12.158	12.1885	1969.5683	1969.4741	-271.961294	-33.796627
12.1885	12.219	1969.4741	1969.3799	-274.812907	-34.238878
12.219	12.2495	1969.3799	1969.2858	-275.251702	-34.166525
12.2495	12.28	1969.2858	1969.1916	-272.120454	-34.258073
12.28	12.3105	1969.1916	1969.0974	-269.335157	-33.895592
12.3105	12.341	1969.0974	1969.0032	-265.094212	-33.457033
12.341	12.3715	1969.0032	1968.9282	-261.578327	-33.085852
12.3715	12.402	1968.9282	1968.8539	-257.925388	-32.716561
12.402	12.4325	1968.8539	1968.7795	-255.019616	-32.57086
12.4325	12.463	1968.7795	1968.7052	-256.838902	-32.680424
12.463	12.4935	1968.7052	1968.6308	-259.4003631	-33.089409
12.4935	12.524	1968.6308	1968.5565	-266.2711959	-33.817009
12.524	12.5545	1968.5565	1968.4821	-275.4121909	-34.73363
12.5545	12.585	1968.4821	1968.4078	-282.854295	-35.551033
12.585	12.6155	1968.4078	1968.3334	-288.221937	-36.043194
12.6155	12.646	1968.3334	1968.2591	-288.78373	-36.179139
12.646	12.6765	1968.2591	1968.1847	-284.381193	-35.828752
12.6765	12.707	1968.1847	1968.1104	-278.831024	-35.333787
12.707	12.7375	1968.1104	1968.036	-273.163904	-34.683015
12.7375	12.768	1968.036	1967.944	-271.402015	-34.391617
12.768	12.7985	1967.944	1967.8353	-273.857949	-34.602909
12.7985	12.829	1967.8353	1967.7266	-280.026747	-35.083096
12.829	12.8595	1967.7266	1967.618	-286.655692	-35.570469
12.8595	12.89	1967.618	1967.5093	-288.82745	-35.911097
12.89	12.925	1967.5093	1967.3846	-285.844698	-35.474127
12.925	12.955433	1967.3846	1967.2749	-279.140338	-34.890214
12.955433	12.985866	1967.2749	1967.1651	-273.590168	-34.248341
12.985866	13.016299	1967.1651	1967.0554	-269.449946	-33.88016
13.016299	13.046732	1967.0554	1966.9608	-267.869493	-33.683719
13.046732	13.077165	1966.9608	1966.8815	-269.75926	-33.78668
13.077165	13.107598	1966.8815	1966.8023	-273.016351	-33.897239
13.107598	13.138031	1966.8023	1966.723	-271.493825	-33.860854
13.138031	13.168464	1966.723	1966.6438	-267.927421	-33.692885
13.168464	13.198897	1966.6438	1966.5645	-263.565323	-33.337659
13.198897	13.22933	1966.5645	1966.4853	-259.30706	-32.941202
13.22933	13.259763	1966.4853	1966.406	-255.383249	-32.718273
13.259763	13.290196	1966.406	1966.3267	-254.914359	-32.501686
13.290196	13.320629	1966.3267	1966.2475	-255.487083	-32.670133
13.320629	13.351062	1966.2475	1966.1682	-257.267552	-32.904729
13.351062	13.381495	1966.1682	1966.089	-261.407774	-33.304427
13.381495	13.411928	1966.089	1966.0097	-268.018138	-33.993827
13.411928	13.442361	1966.0097	1965.9166	-265.975352	-33.731922
13.442361	13.472794	1965.9166	1965.8215	-269.777842	-33.98641
13.472794	13.503227	1965.8215	1965.7264	-265.062711	-33.668602
13.503227	13.53366	1965.7264	1965.6313	-259.652443	-33.130014
13.53366	13.564093	1965.6313	1965.5362	-253.332812	-32.411905
13.564093	13.594526	1965.5362	1965.4411	-247.733458	-31.852638
13.594526	13.624959	1965.4411	1965.346	-244.177984	-31.32044
13.624959	13.655392	1965.346	1965.2509	-241.069538	-31.109713
13.655392	13.685825	1965.2509	1965.1558	-242.893728	-31.155186
13.685825	13.716258	1965.1558	1965.0607	-245.373707	-31.629632
13.716258	13.746691	1965.0607	1964.9569	-256.055435	-32.420758
13.746691	13.777124	1964.9569	1964.8381	-265.384048	-33.366328
13.777124	13.807557	1964.8381	1964.7192	-275.211062	-34.447143
13.807557	13.83799	1964.7192	1964.6003	-283.770216	-38.370001
13.83799	13.873	1964.6003	1964.4635	-287.276506	-35.850223
13.885	13.914838	1964.4167	1964.3041	-286.240358	-35.863426
13.914838	13.944676	1964.3041	1964.1916	-282.476123	-35.631811
13.944676	13.974514	1964.1916	1964.079	-278.752328	-35.131335
13.974514	14.004352	1964.079	1963.9732	-274.203332	-34.591876
14.004352	14.03419	1963.9732	1963.8831	-269.886046	-34.19777
14.03419	14.064028	1963.8831	1963.7931	-268.460797	-34.037223
14.064028	14.093866	1963.7931	1963.7031	-270.59758	-34.101257
14.093866	14.123704	1963.7031	1963.613	-271.788931	-34.253547
14.123704	14.153542	1963.613	1963.523	-274.699546	-34.547852
14.153542	14.18338	1963.523	1963.433	-276.807911	-34.799543
14.18338	14.213218	1963.433	1963.3429	-277.865919	-34.894997
14.213218	14.243056	1963.3429	1963.2529	-278.48892	-34.807985
14.243056	14.272894	1963.2529	1963.1628	-272.525601	-34.38587
14.272894	14.302732	1963.1628	1963.0728	-266.720767	-33.603179
14.302732	14.33257	1963.0728	1962.9815	-259.163879	-32.762043
14.33257	14.362408	1962.9815	1962.8851	-250.491055	-31.849134
14.362408	14.392246	1962.8851	1962.7886	-243.512356	-31.163681
14.392246	14.422084	1962.7886	1962.6921	-242.104593	-31.057991
14.422084	14.451922	1962.6921	1962.5957	-246.019661	-31.46006
14.451922	14.48176	1962.5957	1962.4992	-255.523151	-32.269086
14.48176	14.511598	1962.4992	1962.4027	-263.13906	-33.32763
14.511598	14.541436	1962.4027	1962.3063	-274.81103	-34.441779
14.541436	14.571274	1962.3063	1962.2098	-282.053421	-35.299789
14.571274	14.601112	1962.2098	1962.1133	-286.590388	-35.762602
14.601112	14.63095	1962.1133	1962.0169	-286.751367	-35.97507
14.63095	14.660788	1962.0169	1961.9413	-286.334137	-35.848612
14.660788	14.690626	1961.9413	1961.8703	-285.122965	-35.73073
14.690626	14.720464	1961.8703	1961.7992	-284.506428	-35.594544
14.720464	14.750302	1961.7992	1961.7281	-283.353295	-35.38342
14.750302	14.78014	1961.7281	1961.657	-281.245243	-35.178397
14.78014	14.809978	1961.657	1961.5859	-277.516454	-34.886502
14.809978	14.835	1961.5859	1961.5263	-274.116192	-34.469947
14.835	14.864645	1961.5263	1961.4343	-267.646386	-33.989776
14.864645	14.89429	1961.4343	1961.3424	-264.782719	-33.569681
14.89429	14.923935	1961.3424	1961.2504	-260.081488	-33.15922
14.923935	14.95358	1961.2504	1961.1584	-258.712624	-33.030129
14.95358	14.983225	1961.1584	1961.0664	-262.267293	-33.303342
14.983225	15.01287	1961.0664	1960.9654	-268.34177	-33.85469
15.01287	15.042515	1960.9654	1960.8405	-274.198324	-34.387732
15.042515	15.07216	1960.8405	1960.7157	-278.357485	-34.89191
15.07216	15.101805	1960.7157	1960.5909	-280.559715	-35.24325
15.101805	15.13145	1960.5909	1960.4661	-280.388881	-35.278868
15.13145	15.161095	1960.4661	1960.3413	-278.538174	-35.155216
15.161095	15.19074	1960.3413	1960.2164	-278.263307	-34.94007
15.19074	15.220385	1960.2164	1960.0916	-274.664833	-34.561712
15.220385	15.25003	1960.0916	1959.9789	-272.385946	-34.231402
15.25003	15.279675	1959.9789	1959.8994	-271.185725	-34.134158
15.279675	15.30932	1959.8994	1959.82	-271.347798	-34.046339
15.30932	15.338965	1959.82	1959.7406	-270.503483	-34.064156
15.338965	15.36861	1959.7406	1959.6611	-272.402372	-34.000318
15.36861	15.398255	1959.6611	1959.5817	-269.218938	-33.807791
15.398255	15.4279	1959.5817	1959.5023	-266.194294	-33.511623
15.4279	15.457545	1959.5023	1959.4228	-259.367489	-33.061714
15.457545	15.48719	1959.4228	1959.3434	-256.738171	-32.715327
15.48719	15.516835	1959.3434	1959.264	-253.071803	-32.263376
15.516835	15.54648	1959.264	1959.1846	-250.43263	-32.112761
15.54648	15.576125	1959.1846	1959.1051	-249.793096	-31.9949
15.576125	15.60577	1959.1051	1959.0257	-253.053186	-32.148758
15.60577	15.635415	1959.0257	1958.9409	-254.82176	-32.375428
15.635415	15.66506	1958.9409	1958.8535	-259.024725	-32.830894
15.66506	15.694705	1958.8535	1958.7661	-264.077481	-33.274225
15.694705	15.72435	1958.7661	1958.6788	-266.544724	-33.660781
15.72435	15.753995	1958.6788	1958.5914	-269.53542	-33.914736
15.753995	15.774	1958.5914	1958.5324	-271.011605	-33.818729
15.785	15.8153125	1958.5	1958.4219	-267.060511	-33.768145
15.8153125	15.845625	1958.4219	1958.3438	-264.950269	-33.498583
15.845625	15.8759375	1958.3438	1958.2656	-262.847692	-33.332434
15.8759375	15.90625	1958.2656	1958.1875	-260.712262	-33.17477
15.90625	15.9365625	1958.1875	1958.1094	-259.461667	-33.037506
15.9365625	15.966875	1958.1094	1958.0312	-258.052283	-32.864943
15.966875	15.9971875	1958.0312	1957.9375	-260.895142	-33.037377
15.9971875	16.0275	1957.9375	1957.8333	-262.451268	-33.200056
16.0275	16.0578125	1957.8333	1957.7292	-265.392687	-33.608908
16.0578125	16.088125	1957.7292	1957.625	-271.124399	-34.12575
16.088125	16.1184375	1957.625	1957.5208	-274.226796	-34.614311
16.1184375	16.14875	1957.5208	1957.4167	-278.329011	-35.203183
16.14875	16.1790625	1957.4167	1957.3125	-282.317338	-35.329548
16.1790625	16.209375	1957.3125	1957.2083	-283.750814	-35.887565
16.209375	16.2396875	1957.2083	1957.1042	-287.072229	-36.073726
16.2396875	16.27	1957.1042	1957	-288.842994	-36.228077
16.27	16.3003125	1957	1956.9023	-290.425402	-36.273838
16.3003125	16.330625	1956.9023	1956.8047	-291.082457	-36.232125
16.330625	16.3609375	1956.8047	1956.707	-287.968014	-35.912908
16.3609375	16.39125	1956.707	1956.6094	-284.272078	-35.712567
16.39125	16.4215625	1956.6094	1956.5117	-280.563	-35.098439
16.4215625	16.451875	1956.5117	1956.4141	-275.856293	-34.55808
16.451875	16.4821875	1956.4141	1956.3164	-270.177144	-33.953774
16.4821875	16.5125	1956.3164	1956.2188	-264.357168	-33.35544
16.5125	16.5428125	1956.2188	1956.1211	-263.22337	-33.048733
16.5428125	16.573125	1956.1211	1956.0234	-260.796316	-32.788917
16.573125	16.6034375	1956.0234	1955.892	-261.089938	-32.742844
16.6034375	16.63375	1955.892	1955.75	-262.619631	-32.77479
16.63375	16.6640625	1955.75	1955.608	-262.522856	-32.843623
16.6640625	16.694375	1955.608	1955.4659	-262.680115	-32.796325
16.694375	16.7246875	1955.4659	1955.3239	-259.027987	-32.590536
16.7246875	16.755	1955.3239	1955.1818	-255.440743	-32.073661
16.755	16.78529	1955.1818	1955.0786	-249.744261	-31.640292
16.78529	16.81558	1955.0786	1954.9698	-246.51992	-31.324488
16.81558	16.84587	1954.9698	1954.8436	-245.059508	-31.176573
16.84587	16.87616	1954.8436	1954.7174	-248.607164	-31.305881
16.87616	16.90645	1954.7174	1954.5912	-251.893089	-31.788228
16.90645	16.93674	1954.5912	1954.465	-255.45064	-32.159111
16.93674	16.96703	1954.465	1954.3388	-256.636125	-32.276508
16.96703	16.99732	1954.3388	1954.2126	-257.356433	-32.414857
16.99732	17.02761	1954.2126	1954.0863	-256.31831	-32.456135
17.02761	17.0579	1954.0863	1953.9761	-258.874028	-32.6681
17.0579	17.08819	1953.9761	1953.9004	-262.536053	-33.090107
17.08819	17.11848	1953.9004	1953.8246	-266.162887	-33.734632
17.11848	17.14877	1953.8246	1953.7489	-273.349472	-34.373264
17.14877	17.17906	1953.7489	1953.6732	-279.126233	-34.891265
17.17906	17.20935	1953.6732	1953.5975	-282.389064	-35.234868
17.20935	17.23964	1953.5975	1953.5217	-281.849108	-35.162768
17.23964	17.26993	1953.5217	1953.446	-275.987669	-34.755595
17.26993	17.30022	1953.446	1953.3703	-270.828943	-34.13973
17.30022	17.33051	1953.3703	1953.2946	-265.228136	-33.546169
17.33051	17.3608	1953.2946	1953.2188	-260.953574	-33.179981
17.3608	17.39109	1953.2188	1953.1431	-260.509293	-33.062281
17.39109	17.42138	1953.1431	1953.0674	-263.007827	-33.490597
17.42138	17.45167	1953.0674	1952.9911	-269.592873	-34.228816
17.45167	17.48196	1952.9911	1952.9099	-281.106805	-35.223819
17.48196	17.51225	1952.9099	1952.8288	-291.219712	-36.299822
17.51225	17.54254	1952.8288	1952.7477	-298.753804	-37.076254
17.54254	17.57283	1952.7477	1952.6665	-301.666929	-37.348445
17.57283	17.60312	1952.6665	1952.5854	-301.159963	-37.415145
17.60312	17.63341	1952.5854	1952.5043	-298.973746	-37.138881
17.63341	17.6637	1952.5043	1952.4231	-290.213479	-36.352387
17.6637	17.69399	1952.4231	1952.342	-280.558052	-35.265595
17.69399	17.704	1952.342	1952.3152	-271.584442	-34.303786
17.715	17.745	1952.2857	1952.2121	-258.893823	-32.858384
17.745	17.775	1952.2121	1952.1385	-249.865228	-31.90117
17.775	17.805	1952.1385	1952.0649	-244.129156	-31.192557
17.805	17.835	1952.0649	1951.9879	-240.870724	-30.932041
17.835	17.865	1951.9879	1951.8848	-241.840666	-31.074511
17.865	17.895	1951.8848	1951.7818	-249.173513	-31.085396
17.895	17.925	1951.7818	1951.6788	-255.67828	-32.247849
17.925	17.955	1951.6788	1951.5758	-263.696243	-33.007112
17.955	17.985	1951.5758	1951.4727	-265.979235	-33.352629
17.985	18.015	1951.4727	1951.3697	-265.054381	-33.409999
18.015	18.045	1951.3697	1951.2667	-263.092505	-33.193043
18.045	18.075	1951.2667	1951.1636	-260.391625	-32.824899
18.075	18.105	1951.1636	1951.0606	-258.808046	-32.650691
18.105	18.135	1951.0606	1950.9614	-257.099101	-32.48502
18.135	18.165	1950.9614	1950.8678	-259.796683	-32.731923
18.165	18.195	1950.8678	1950.7741	-262.398589	-33.071815
18.195	18.225	1950.7741	1950.6804	-268.826377	-33.608346
18.225	18.255	1950.6804	1950.5868	-275.42352	-34.222509
18.255	18.285	1950.5868	1950.4931	-281.01553	-34.736761
18.285	18.315	1950.4931	1950.3994	-281.371835	-35.027298
18.315	18.345	1950.3994	1950.3058	-280.732905	-35.009667
18.345	18.375	1950.3058	1950.2121	-278.786424	-34.799434
18.375	18.405	1950.2121	1950.1185	-271.738401	-34.3861
18.405	18.435	1950.1185	1950.0248	-268.596538	-34.056158
18.435	18.465	1950.0248	1949.9459	-264.156773	-33.749148
18.465	18.495	1949.9459	1949.8723	-266.101162	-33.861427
18.495	18.525	1949.8723	1949.7987	-267.296699	-33.95633
18.525	18.555	1949.7987	1949.7251	-269.629748	-34.073204
18.555	18.585	1949.7251	1949.6515	-273.303943	-34.558529
18.585	18.615	1949.6515	1949.5779	-275.474958	-34.893987
18.615	18.645	1949.5779	1949.5043	-278.057625	-35.002879
18.645	18.675	1949.5043	1949.4307	-278.555766	-35.222035
18.675	18.705	1949.4307	1949.3571	-278.20214	-35.269303
18.705	18.734696	1949.3571	1949.2693	-278.492266	-35.211922
18.734696	18.764392	1949.2693	1949.1815	-276.901501	-35.340749
18.764392	18.794088	1949.1815	1949.0936	-276.773409	-35.261075
18.794088	18.823784	1949.0936	1949.0058	-277.87698	-35.178705
18.823784	18.85348	1949.0058	1948.9179	-278.092659	-35.178085
18.85348	18.883176	1948.9179	1948.8301	-279.227981	-35.092719
18.883176	18.912872	1948.8301	1948.7422	-277.919678	-35.000267
18.912872	18.942568	1948.7422	1948.6544	-277.210239	-34.702324
18.942568	18.972264	1948.6544	1948.5665	-270.588805	-34.186375
18.972264	19.00196	1948.5665	1948.4787	-264.333039	-33.535932
19.00196	19.031656	1948.4787	1948.3908	-257.594459	-32.819373
19.031656	19.061352	1948.3908	1948.303	-249.629688	-32.312234
19.061352	19.091048	1948.303	1948.2152	-250.18476	-32.079874
19.091048	19.120744	1948.2152	1948.1273	-251.437226	-32.182751
19.120744	19.15044	1948.1273	1948.0395	-257.157628	-32.667802
19.15044	19.180136	1948.0395	1947.9384	-262.632792	-33.321972
19.180136	19.209832	1947.9384	1947.8266	-271.267589	-34.036806
19.209832	19.239528	1947.8266	1947.7148	-274.97025	-34.446632
19.239528	19.269224	1947.7148	1947.603	-276.913545	-34.60135
19.269224	19.29892	1947.603	1947.4912	-275.20454	-34.61133
19.29892	19.328616	1947.4912	1947.3794	-270.930387	-34.282696
19.328616	19.358312	1947.3794	1947.2676	-265.186993	-33.817948
19.358312	19.388008	1947.2676	1947.1558	-263.802054	-33.627129
19.388008	19.417704	1947.1558	1947.044	-264.477553	-33.646693
19.417704	19.4474	1947.044	1946.9378	-268.509753	-34.1281
19.4474	19.477096	1946.9378	1946.8354	-272.483928	-34.538669
19.477096	19.506792	1946.8354	1946.7329	-276.906975	-34.920629
19.506792	19.536488	1946.7329	1946.6304	-280.419139	-35.131935
19.536488	19.566184	1946.6304	1946.5279	-277.799249	-34.886583
19.566184	19.59588	1946.5279	1946.4254	-274.495101	-34.374615
19.59588	19.625576	1946.4254	1946.3229	-268.294075	-34.271514
19.625576	19.655272	1946.3229	1946.2204	-263.377266	-33.676528
19.655272	19.685	1946.2204	1946.1178	-258.392579	-33.010728
20.42670732	20.45109756	1943.9167	1943.8333	999999	-35.780604
20.45109756	20.4754878	1943.8333	1943.75	999999	-36.206271
20.4754878	20.49987805	1943.75	1943.6667	999999	-36.544978
20.49987805	20.52426829	1943.6667	1943.5833	999999	-36.692025
20.52426829	20.54865854	1943.5833	1943.5	999999	-36.54524
20.54865854	20.57304878	1943.5	1943.4167	999999	-36.347446
20.57304878	20.59743902	1943.4167	1943.3333	999999	-35.862545
20.59743902	20.62182927	1943.3333	1943.25	999999	-35.093422
20.62182927	20.64621951	1943.25	1943.1667	999999	-34.365801
20.64621951	20.67060976	1943.1667	1943.0833	999999	-33.734597
20.67060976	20.695	1943.0833	1943	999999	-33.189647
20.695	20.71728261	1943	1942.9474	999999	-30.182724
20.71728261	20.73956522	1942.9474	1942.8947	999999	-31.484795
20.73956522	20.76184783	1942.8947	1942.8421	999999	-32.172496
20.76184783	20.78413043	1942.8421	1942.7895	999999	-32.32741
20.78413043	20.80641304	1942.7895	1942.7368	999999	-32.486304
20.80641304	20.82869565	1942.7368	1942.6842	999999	-32.538228
20.82869565	20.85097826	1942.6842	1942.6316	999999	-32.590008
20.85097826	20.87326087	1942.6316	1942.5789	999999	-32.572544
20.87326087	20.89554348	1942.5789	1942.5263	999999	-32.577008
20.89554348	20.91782609	1942.5263	1942.4737	999999	-32.496477
20.91782609	20.9401087	1942.4737	1942.4211	999999	-32.274227
20.9401087	20.9623913	1942.4211	1942.3684	999999	-32.195561
20.9623913	20.98467391	1942.3684	1942.3158	999999	-32.12059
20.98467391	21.00695652	1942.3158	1942.2632	999999	-32.015724
21.00695652	21.02923913	1942.2632	1942.2105	999999	-31.998044
21.02923913	21.05152174	1942.2105	1942.1579	999999	-31.993654
