% ITASE_2000_4					
% Water isotope data from the University of Washington					
% Eric J. Steig and David P. Schneider					
%					
% Citation:					
% Steig EJ, Ding Q, White JCW, Kuettel M, Rupper SB, Neumann TA, Neff PD,					
% Gallant AJE, Mayewski PA, Taylor KC, Hoffmann G, Dixon DA, Schoenemann S, Markle BM, 					
% Schneider DP, Fudge TJ, Schauer AJ, Teel RP, Vaughn B, Burgener L, Williams J,					
% Korotkikh E. Recent climate and ice-sheet changes in West Antarctica compared					
% with the past 2000 years. Nature Geoscience 6: 372-375, doi: 10.1038/NGEO1778 (2013).					
%					
% Depths are given in meters. Age in calendar years.					
% Ages refer to nominal Jan 1st (that is, 2000.0 means midnight of Dec 31, 1999)					
%					
% Isotope ratios are normalized on the V-SMOW / SLAP scale.					
% Precision is <0.1 per mil and <1 per mil for d18O and delD, respectively.  Analysis via CO2 equilibration (d18O), reduction on Cr (dD) or laser spectroscopy (dD).					
%					
% Core ITASE_2000_4, Location 120.0764 W, 78.0829 S, elevation 1697 m					
% Core depth = 58 m.  Analyzed to 20 m.					
%					
% Depth_top	Depth_bottom	Age_top	Age_bottom	dD (per mil)	d18O (per mil)
21.05152174	21.07380435	1942.1579	1942.1053	999999	-31.587022
21.07380435	21.09608696	1942.1053	1942.0526	999999	-32.031463
21.09608696	21.11836957	1942.0526	1942	999999	-32.077501
21.11836957	21.14065217	1942	1941.9333	999999	-32.285149
21.14065217	21.16293478	1941.9333	1941.8667	999999	-32.418189
21.16293478	21.18521739	1941.8667	1941.8	999999	-32.773614
21.18521739	21.2075	1941.8	1941.7333	999999	-32.985826
21.2075	21.22978261	1941.7333	1941.6667	999999	-32.943676
21.22978261	21.25206522	1941.6667	1941.6	999999	-33.524192
21.25206522	21.27434783	1941.6	1941.5333	999999	-33.709188
21.27434783	21.29663043	1941.5333	1941.4667	999999	-33.797115
21.29663043	21.31891304	1941.4667	1941.4	999999	-33.746709
21.31891304	21.34119565	1941.4	1941.3333	999999	-33.163555
21.34119565	21.36347826	1941.3333	1941.2667	999999	-32.678158
21.36347826	21.38576087	1941.2667	1941.2	999999	-32.168453
21.38576087	21.40804348	1941.2	1941.1333	999999	-31.753608
21.40804348	21.43032609	1941.1333	1941.0667	999999	-31.519031
21.43032609	21.4526087	1941.0667	1941	999999	-31.465682
21.4526087	21.4748913	1941	1940.9286	999999	-31.538861
21.4748913	21.49717391	1940.9286	1940.8571	999999	-31.775036
21.49717391	21.51945652	1940.8571	1940.7857	999999	-32.245221
21.51945652	21.54173913	1940.7857	1940.7143	999999	-32.255589
21.54173913	21.56402174	1940.7143	1940.6429	999999	-32.588256
21.56402174	21.58630435	1940.6429	1940.5714	999999	-32.550353
21.58630435	21.60858696	1940.5714	1940.5	999999	-32.418141
21.60858696	21.63086957	1940.5	1940.4286	999999	-32.079436
21.63086957	21.65315217	1940.4286	1940.3571	999999	-31.595861
21.65315217	21.67543478	1940.3571	1940.2857	999999	-31.202973
21.67543478	21.69771739	1940.2857	1940.2143	999999	-30.9899
21.69771739	21.72	1940.2143	1940.1429	999999	-30.682609
21.72	21.74104167	1940.1429	1940.0714	999999	-30.524912
21.74104167	21.76208333	1940.0714	1940	999999	-30.613752
21.76208333	21.783125	1940	1939.9286	999999	-30.950612
21.783125	21.80416667	1939.9286	1939.8571	999999	-31.28296
21.80416667	21.82520833	1939.8571	1939.7857	999999	-31.43607
21.82520833	21.84625	1939.7857	1939.7143	999999	-31.636597
21.84625	21.86729167	1939.7143	1939.6429	999999	-31.72524
21.86729167	21.88833333	1939.6429	1939.5714	999999	-31.692658
21.88833333	21.909375	1939.5714	1939.5	999999	-31.644946
21.909375	21.93041667	1939.5	1939.4286	999999	-31.442897
21.93041667	21.95145833	1939.4286	1939.3571	999999	-30.882329
21.95145833	21.9725	1939.3571	1939.2857	999999	-30.72122
21.9725	21.99354167	1939.2857	1939.2143	999999	-30.601859
21.99354167	22.01458333	1939.2143	1939.1429	999999	-30.602322
22.01458333	22.035625	1939.1429	1939.0714	999999	-30.545713
22.035625	22.05666667	1939.0714	1939	999999	-30.341446
22.05666667	22.07770833	1939	1938.9	999999	-31.175648
22.07770833	22.09875	1938.9	1938.8	999999	-31.602454
22.09875	22.11979167	1938.8	1938.7	999999	-31.816033
22.11979167	22.14083333	1938.7	1938.6	999999	-32.111265
22.14083333	22.161875	1938.6	1938.5	999999	-32.487688
22.161875	22.18291667	1938.5	1938.4	999999	-32.313047
22.18291667	22.20395833	1938.4	1938.3	999999	-32.311973
22.20395833	22.225	1938.3	1938.2	999999	-32.324185
22.225	22.24604167	1938.2	1938.1	999999	-32.290964
22.24604167	22.26708333	1938.1	1938	999999	-32.182912
22.26708333	22.288125	1938	1937.9091	999999	-32.136232
22.288125	22.30916667	1937.9091	1937.8182	999999	-32.175529
22.30916667	22.33020833	1937.8182	1937.7273	999999	-32.031477
22.33020833	22.35125	1937.7273	1937.6364	999999	-32.331512
22.35125	22.37229167	1937.6364	1937.5455	999999	-31.948915
22.37229167	22.39333333	1937.5455	1937.4545	999999	-31.766945
22.39333333	22.414375	1937.4545	1937.3636	999999	-31.625998
22.414375	22.43541667	1937.3636	1937.2727	999999	-31.450349
22.43541667	22.45645833	1937.2727	1937.1818	999999	-30.093147
22.45645833	22.4775	1937.1818	1937.0909	999999	-30.438288
22.4775	22.49854167	1937.0909	1937	999999	-30.478482
22.49854167	22.51958333	1937	1936.9474	999999	-30.835683
22.51958333	22.540625	1936.9474	1936.8947	999999	-30.659112
22.540625	22.56166667	1936.8947	1936.8421	999999	-30.881644
22.56166667	22.58270833	1936.8421	1936.7895	999999	-31.317088
22.58270833	22.60375	1936.7895	1936.7368	999999	-31.620895
22.60375	22.62479167	1936.7368	1936.6842	999999	-31.677895
22.62479167	22.64583333	1936.6842	1936.6316	999999	-32.219358
22.64583333	22.666875	1936.6316	1936.5789	999999	-32.399852
22.666875	22.68791667	1936.5789	1936.5263	999999	-32.74911
22.68791667	22.70895833	1936.5263	1936.4737	999999	-33.293048
22.70895833	22.73	1936.4737	1936.4211	999999	-33.316648
22.73	22.7506875	1936.4211	1936.3684	999999	-32.889971
22.7506875	22.771375	1936.3684	1936.3158	999999	-31.786191
22.771375	22.7920625	1936.3158	1936.2632	999999	-31.763077
22.7920625	22.81275	1936.2632	1936.2105	999999	-31.240159
22.81275	22.8334375	1936.2105	1936.1579	999999	-32.838491
22.8334375	22.854125	1936.1579	1936.1053	999999	-32.231309
22.854125	22.8748125	1936.1053	1936.0526	999999	-31.980596
22.8748125	22.8955	1936.0526	1936	999999	-31.309318
22.8955	22.9161875	1936	1935.9167	999999	-30.648908
22.9161875	22.936875	1935.9167	1935.8333	999999	-29.629451
22.936875	22.9575625	1935.8333	1935.75	999999	-30.018852
22.9575625	22.97825	1935.75	1935.6667	999999	-30.475761
22.97825	22.9989375	1935.6667	1935.5833	999999	-30.194322
22.9989375	23.019625	1935.5833	1935.5	999999	-30.777564
23.019625	23.0403125	1935.5	1935.4167	999999	-31.140856
23.0403125	23.061	1935.4167	1935.3333	999999	-31.054802
23.061	23.0816875	1935.3333	1935.25	999999	-31.319906
23.0816875	23.102375	1935.25	1935.1667	999999	-31.119353
23.102375	23.1230625	1935.1667	1935.0833	999999	-32.055416
23.1230625	23.14375	1935.0833	1935	999999	-32.11084
23.14375	23.1644375	1935	1934.9412	999999	-32.240679
23.1644375	23.185125	1934.9412	1934.8824	999999	-32.345376
23.185125	23.2058125	1934.8824	1934.8235	999999	-32.429991
23.2058125	23.2265	1934.8235	1934.7647	999999	-32.63252
23.2265	23.2471875	1934.7647	1934.7059	999999	-32.838746
23.2471875	23.267875	1934.7059	1934.6471	999999	-33.131709
23.267875	23.2885625	1934.6471	1934.5882	999999	-33.159834
23.2885625	23.30925	1934.5882	1934.5294	999999	-33.293642
23.30925	23.3299375	1934.5294	1934.4706	999999	-33.265108
23.3299375	23.350625	1934.4706	1934.4118	999999	-33.290181
23.350625	23.3713125	1934.4118	1934.3529	999999	-33.104924
23.3713125	23.392	1934.3529	1934.2941	999999	-32.844545
23.392	23.4126875	1934.2941	1934.2353	999999	-32.499541
23.4126875	23.433375	1934.2353	1934.1765	999999	-32.370344
23.433375	23.4540625	1934.1765	1934.1176	999999	-32.042337
23.4540625	23.47475	1934.1176	1934.0588	999999	-32.17419
23.47475	23.4954375	1934.0588	1934	999999	-31.458272
23.4954375	23.516125	1934	1933.9444	999999	-32.193106
23.516125	23.5368125	1933.9444	1933.8889	999999	-32.481747
23.5368125	23.5575	1933.8889	1933.8333	999999	-32.607069
23.5575	23.5781875	1933.8333	1933.7778	999999	-32.829079
23.5781875	23.598875	1933.7778	1933.7222	999999	-32.969398
23.598875	23.6195625	1933.7222	1933.6667	999999	-33.185228
23.6195625	23.64025	1933.6667	1933.6111	999999	-33.414354
23.64025	23.6609375	1933.6111	1933.5556	999999	-33.450432
23.6609375	23.681625	1933.5556	1933.5	999999	-33.543954
23.681625	23.7023125	1933.5	1933.4444	999999	-33.796653
23.7023125	23.723	1933.4444	1933.3889	999999	-33.87166
23.723	23.74107018	1933.3889	1933.3333	999999	-33.847673
23.74107018	23.75914035	1933.3333	1933.2778	999999	-33.882091
23.75914035	23.77721053	1933.2778	1933.2222	999999	-33.997947
23.77721053	23.7952807	1933.2222	1933.1667	999999	-34.1041
23.7952807	23.81335088	1933.1667	1933.1111	999999	-34.188014
23.81335088	23.83142105	1933.1111	1933.0556	999999	-34.334173
23.83142105	23.84949123	1933.0556	1933	999999	-34.32342
23.84949123	23.8675614	1933	1932.9286	999999	-34.470664
23.8675614	23.88563158	1932.9286	1932.8571	999999	-34.635359
23.88563158	23.90370175	1932.8571	1932.7857	999999	-34.743824
23.90370175	23.92177193	1932.7857	1932.7143	999999	-34.799523
23.92177193	23.93984211	1932.7143	1932.6429	999999	-34.762377
23.93984211	23.95791228	1932.6429	1932.5714	999999	-34.634691
23.95791228	23.97598246	1932.5714	1932.5	999999	-34.719795
23.97598246	23.99405263	1932.5	1932.4286	999999	-34.411037
23.99405263	24.01212281	1932.4286	1932.3571	999999	-34.331384
24.01212281	24.03019298	1932.3571	1932.2857	999999	-34.268103
24.03019298	24.04826316	1932.2857	1932.2143	999999	-34.300789
24.04826316	24.06633333	1932.2143	1932.1429	999999	-34.05865
24.06633333	24.08440351	1932.1429	1932.0714	999999	-33.687157
24.08440351	24.10247368	1932.0714	1932	999999	-33.801895
24.10247368	24.12054386	1932	1931.9231	999999	-33.744083
24.12054386	24.13861404	1931.9231	1931.8462	999999	-33.657765
24.13861404	24.15668421	1931.8462	1931.7692	999999	-33.606077
24.15668421	24.17475439	1931.7692	1931.6923	999999	-33.520806
24.17475439	24.19282456	1931.6923	1931.6154	999999	-33.556781
24.19282456	24.21089474	1931.6154	1931.5385	999999	-33.487673
24.21089474	24.22896491	1931.5385	1931.4615	999999	-33.592786
24.22896491	24.24703509	1931.4615	1931.3846	999999	-33.619846
24.24703509	24.26510526	1931.3846	1931.3077	999999	-33.695545
24.26510526	24.28317544	1931.3077	1931.2308	999999	-33.770139
24.28317544	24.30124561	1931.2308	1931.1538	999999	-33.937337
24.30124561	24.31931579	1931.1538	1931.0769	999999	-34.146457
24.31931579	24.33738596	1931.0769	1931	999999	-34.319754
24.33738596	24.35545614	1931	1930.9412	999999	-34.579123
24.35545614	24.37352632	1930.9412	1930.8824	999999	-34.811309
24.37352632	24.39159649	1930.8824	1930.8235	999999	-34.886992
24.39159649	24.40966667	1930.8235	1930.7647	999999	-35.073163
24.40966667	24.42773684	1930.7647	1930.7059	999999	-35.067992
24.42773684	24.44580702	1930.7059	1930.6471	999999	-35.171883
24.44580702	24.46387719	1930.6471	1930.5882	999999	-35.123938
24.46387719	24.48194737	1930.5882	1930.5294	999999	-35.022837
24.48194737	24.50001754	1930.5294	1930.4706	999999	-35.003008
24.50001754	24.51808772	1930.4706	1930.4118	999999	-34.841782
24.51808772	24.53615789	1930.4118	1930.3529	999999	-34.785823
24.53615789	24.55422807	1930.3529	1930.2941	999999	-34.054819
24.55422807	24.57229825	1930.2941	1930.2353	999999	-34.376705
24.57229825	24.59036842	1930.2353	1930.1765	999999	-34.240623
24.59036842	24.6084386	1930.1765	1930.1176	999999	-34.179589
24.6084386	24.62650877	1930.1176	1930.0588	999999	-34.125087
24.62650877	24.64457895	1930.0588	1930	999999	-33.944653
24.64457895	24.66264912	1930	1929.9167	999999	-33.796137
24.66264912	24.6807193	1929.9167	1929.8333	999999	-33.764123
24.6807193	24.69878947	1929.8333	1929.75	999999	-33.682008
24.69878947	24.71685965	1929.75	1929.6667	999999	-33.464367
24.71685965	24.73492982	1929.6667	1929.5833	999999	-33.34684
24.73492982	24.753	1929.5833	1929.5	999999	-33.231182
24.753	24.76918644	1929.5	1929.4167	999999	-32.752669
24.76918644	24.78537288	1929.4167	1929.3333	999999	-32.18663
24.78537288	24.80155932	1929.3333	1929.25	999999	-32.433368
24.80155932	24.81774576	1929.25	1929.1667	999999	-32.102111
24.81774576	24.8339322	1929.1667	1929.0833	999999	-32.395499
24.8339322	24.85011864	1929.0833	1929	999999	-32.436268
24.85011864	24.86630508	1929	1928.9333	999999	-32.436537
24.86630508	24.88249153	1928.9333	1928.8667	999999	-32.463148
24.88249153	24.89867797	1928.8667	1928.8	999999	-32.409304
24.89867797	24.91486441	1928.8	1928.7333	999999	-32.644951
24.91486441	24.93105085	1928.7333	1928.6667	999999	-32.734492
24.93105085	24.94723729	1928.6667	1928.6	999999	-32.617493
24.94723729	24.96342373	1928.6	1928.5333	999999	-32.96579
24.96342373	24.97961017	1928.5333	1928.4667	999999	-33.012533
24.97961017	24.99579661	1928.4667	1928.4	999999	-33.076361
24.99579661	25.01198305	1928.4	1928.3333	999999	-33.129443
25.01198305	25.02816949	1928.3333	1928.2667	999999	-33.109395
25.02816949	25.04435593	1928.2667	1928.2	999999	-33.070923
25.04435593	25.06054237	1928.2	1928.1333	999999	-33.022665
25.06054237	25.07672881	1928.1333	1928.0667	999999	-32.923663
25.07672881	25.09291525	1928.0667	1928	999999	-32.830829
25.09291525	25.10910169	1928	1927.9524	999999	-32.821152
25.10910169	25.12528814	1927.9524	1927.9048	999999	-32.666477
25.12528814	25.14147458	1927.9048	1927.8571	999999	-32.643932
25.14147458	25.15766102	1927.8571	1927.8095	999999	-32.625037
25.15766102	25.17384746	1927.8095	1927.7619	999999	-32.707684
25.17384746	25.1900339	1927.7619	1927.7143	999999	-32.800699
25.1900339	25.20622034	1927.7143	1927.6667	999999	-32.835898
25.20622034	25.22240678	1927.6667	1927.619	999999	-33.089782
25.22240678	25.23859322	1927.619	1927.5714	999999	-33.479899
25.23859322	25.25477966	1927.5714	1927.5238	999999	-33.633391
25.25477966	25.2709661	1927.5238	1927.4762	999999	-33.133097
25.2709661	25.28715254	1927.4762	1927.4286	999999	-33.654771
25.28715254	25.30333898	1927.4286	1927.381	999999	-33.762485
25.30333898	25.31952542	1927.381	1927.3333	999999	-33.780833
25.31952542	25.33571186	1927.3333	1927.2857	999999	-33.612806
25.33571186	25.35189831	1927.2857	1927.2381	999999	-33.701797
25.35189831	25.36808475	1927.2381	1927.1905	999999	-32.636896
25.36808475	25.38427119	1927.1905	1927.1429	999999	999999
25.38427119	25.40045763	1927.1429	1927.0952	999999	-33.079635
25.40045763	25.41664407	1927.0952	1927.0476	999999	-32.781273
25.41664407	25.43283051	1927.0476	1927	999999	-32.769682
25.43283051	25.44901695	1927	1926.96	999999	-32.369044
25.44901695	25.46520339	1926.96	1926.92	999999	-32.359165
25.46520339	25.48138983	1926.92	1926.88	999999	-32.095141
25.48138983	25.49757627	1926.88	1926.84	999999	-32.092379
25.49757627	25.51376271	1926.84	1926.8	999999	-32.164398
25.51376271	25.52994915	1926.8	1926.76	999999	-26.946322
25.52994915	25.54613559	1926.76	1926.72	999999	-31.550712
25.54613559	25.56232203	1926.72	1926.68	999999	-31.380651
25.56232203	25.57850847	1926.68	1926.64	999999	-31.66759
25.57850847	25.59469492	1926.64	1926.6	999999	-31.724819
25.59469492	25.61088136	1926.6	1926.56	999999	-31.819397
25.61088136	25.6270678	1926.56	1926.52	999999	-31.854762
25.6270678	25.64325424	1926.52	1926.48	999999	-31.997087
25.64325424	25.65944068	1926.48	1926.44	999999	-32.112461
25.65944068	25.67562712	1926.44	1926.4	999999	-32.075164
25.67562712	25.69181356	1926.4	1926.36	999999	-32.193258
25.69181356	25.708	1926.36	1926.32	999999	-32.358298
25.708	25.72870833	1926.32	1926.2808	999999	-31.729598
25.72870833	25.74941667	1926.2808	1926.2417	999999	-28.919464
25.74941667	25.770125	1926.2417	1926.2025	999999	-31.900159
25.770125	25.79083333	1926.2025	1926.1633	999999	-31.97161
25.79083333	25.81154167	1926.1633	1926.1242	999999	-31.919827
25.81154167	25.83225	1926.1242	1926.085	999999	-31.814645
25.83225	25.85295833	1926.085	1926.0458	999999	-31.86677
25.85295833	25.87366667	1926.0458	1926.0067	999999	-31.747996
25.87366667	25.894375	1926.0067	1925.9492	999999	-31.996549
25.894375	25.91508333	1925.9492	1925.888	999999	-32.106982
25.91508333	25.93579167	1925.888	1925.8268	999999	-32.386369
25.93579167	25.9565	1925.8268	1925.7656	999999	-32.669248
25.9565	25.97720833	1925.7656	1925.7044	999999	-33.129717
25.97720833	25.99791667	1925.7044	1925.6432	999999	-33.369385
25.99791667	26.018625	1925.6432	1925.582	999999	-33.77555
26.018625	26.03933333	1925.582	1925.5208	999999	-34.007302
26.03933333	26.06004167	1925.5208	1925.4596	999999	-34.137252
26.06004167	26.08075	1925.4596	1925.3984	999999	-34.134692
26.08075	26.10145833	1925.3984	1925.3372	999999	-34.031291
26.10145833	26.12216667	1925.3372	1925.276	999999	-33.90382
26.12216667	26.142875	1925.276	1925.2148	999999	-33.603462
26.142875	26.16358333	1925.2148	1925.1536	999999	-33.34245
26.16358333	26.18429167	1925.1536	1925.0924	999999	-33.038235
26.18429167	26.205	1925.0924	1925.0312	999999	-32.870146
26.205	26.22570833	1925.0312	1924.9601	999999	-32.629695
26.22570833	26.24641667	1924.9601	1924.8785	999999	-32.533343
26.24641667	26.267125	1924.8785	1924.7969	999999	-32.600083
26.267125	26.28783333	1924.7969	1924.7153	999999	-32.447909
26.28783333	26.30854167	1924.7153	1924.6337	999999	-32.774536
26.30854167	26.32925	1924.6337	1924.5521	999999	-33.111614
26.32925	26.34995833	1924.5521	1924.4705	999999	-33.125215
26.34995833	26.37066667	1924.4705	1924.3889	999999	-33.347938
26.37066667	26.391375	1924.3889	1924.3073	999999	-33.720286
26.391375	26.41208333	1924.3073	1924.2257	999999	-34.015785
26.41208333	26.43279167	1924.2257	1924.1441	999999	-34.362065
26.43279167	26.4535	1924.1441	1924.0625	999999	-34.618061
26.4535	26.47420833	1924.0625	1923.9857	999999	-34.858625
26.47420833	26.49491667	1923.9857	1923.9245	999999	-35.057193
26.49491667	26.515625	1923.9245	1923.8633	999999	-35.12816
26.515625	26.53633333	1923.8633	1923.8021	999999	-35.463978
26.53633333	26.55704167	1923.8021	1923.7409	999999	-35.729898
26.55704167	26.57775	1923.7409	1923.6797	999999	-35.805369
26.57775	26.59845833	1923.6797	1923.6185	999999	-35.887721
26.59845833	26.61916667	1923.6185	1923.5573	999999	-35.859673
26.61916667	26.639875	1923.5573	1923.4961	999999	-35.815278
26.639875	26.66058333	1923.4961	1923.4349	999999	-35.606741
26.66058333	26.68129167	1923.4349	1923.3737	999999	-35.514297
26.68129167	26.702	1923.3737	1923.3125	999999	-35.327217
26.702	26.72036538	1923.3125	1923.25	999999	-35.127195
26.72036538	26.73873077	1923.25	1923.1875	999999	-35.017353
26.73873077	26.75709615	1923.1875	1923.125	999999	-34.875809
26.75709615	26.77546154	1923.125	1923.0625	999999	-34.860913
26.77546154	26.79382692	1923.0625	1923	999999	-34.599511
26.79382692	26.81219231	1923	1922.9	999999	-34.42812
26.81219231	26.83055769	1922.9	1922.8	999999	-34.600265
26.83055769	26.84892308	1922.8	1922.7	999999	-34.813643
26.84892308	26.86728846	1922.7	1922.6	999999	-34.805303
26.86728846	26.88565385	1922.6	1922.5	999999	-34.821001
26.88565385	26.90401923	1922.5	1922.4	999999	-34.775289
26.90401923	26.92238462	1922.4	1922.3	999999	-34.722674
26.92238462	26.94075	1922.3	1922.2	999999	-34.63452
26.94075	26.95911538	1922.2	1922.1	999999	-34.541536
26.95911538	26.97748077	1922.1	1922	999999	-34.423569
26.97748077	26.99584615	1922	1921.9231	999999	-34.376585
26.99584615	27.01421154	1921.9231	1921.8462	999999	-34.378512
27.01421154	27.03257692	1921.8462	1921.7692	999999	-34.468695
27.03257692	27.05094231	1921.7692	1921.6923	999999	-34.769011
27.05094231	27.06930769	1921.6923	1921.6154	999999	-34.764002
27.06930769	27.08767308	1921.6154	1921.5385	999999	-31.921356
27.08767308	27.10603846	1921.5385	1921.4615	999999	-34.585166
27.10603846	27.12440385	1921.4615	1921.3846	999999	-34.19737
27.12440385	27.14276923	1921.3846	1921.3077	999999	-34.209476
27.14276923	27.16113462	1921.3077	1921.2308	999999	-33.973237
27.16113462	27.1795	1921.2308	1921.1538	999999	-33.793468
27.1795	27.19786538	1921.1538	1921.0769	999999	-33.546492
27.19786538	27.21623077	1921.0769	1921	999999	-33.438524
27.21623077	27.23459615	1921	1920.9412	999999	-33.090725
27.23459615	27.25296154	1920.9412	1920.8824	999999	-33.033192
27.25296154	27.27132692	1920.8824	1920.8235	999999	-32.928087
27.27132692	27.28969231	1920.8235	1920.7647	999999	-32.875632
27.28969231	27.30805769	1920.7647	1920.7059	999999	-32.754246
27.30805769	27.32642308	1920.7059	1920.6471	999999	-32.520454
27.32642308	27.34478846	1920.6471	1920.5882	999999	-32.54861
27.34478846	27.36315385	1920.5882	1920.5294	999999	-32.627505
27.36315385	27.38151923	1920.5294	1920.4706	999999	-32.514533
27.38151923	27.39988462	1920.4706	1920.4118	999999	-32.581938
27.39988462	27.41825	1920.4118	1920.3529	999999	-32.531278
27.41825	27.43661538	1920.3529	1920.2941	999999	-32.461392
27.43661538	27.45498077	1920.2941	1920.2353	999999	-32.456729
27.45498077	27.47334615	1920.2353	1920.1765	999999	-32.3216
27.47334615	27.49171154	1920.1765	1920.1176	999999	-31.942182
27.49171154	27.51007692	1920.1176	1920.0588	999999	-32.263188
27.51007692	27.52844231	1920.0588	1920	999999	-32.257729
27.52844231	27.54680769	1920	1919.9286	999999	-32.269889
27.54680769	27.56517308	1919.9286	1919.8571	999999	-32.285296
27.56517308	27.58353846	1919.8571	1919.7857	999999	-32.218992
27.58353846	27.60190385	1919.7857	1919.7143	999999	-32.148721
27.60190385	27.62026923	1919.7143	1919.6429	999999	-31.709263
27.62026923	27.63863462	1919.6429	1919.5714	999999	-32.210745
27.63863462	27.657	1919.5714	1919.5	999999	-32.32819
27.657	27.677625	1919.5	1919.4301	999999	-32.078978
27.677625	27.69825	1919.4301	1919.3601	999999	-31.947463
27.69825	27.718875	1919.3601	1919.2902	999999	-31.976094
27.718875	27.7395	1919.2902	1919.2202	999999	-31.963328
27.7395	27.760125	1919.2202	1919.1503	999999	-31.817992
27.760125	27.78075	1919.1503	1919.0804	999999	-31.845276
27.78075	27.801375	1919.0804	1919.0104	999999	-31.916578
27.801375	27.822	1919.0104	1918.9444	999999	-31.835156
27.822	27.842625	1918.9444	1918.8792	999999	-32.054952
27.842625	27.86325	1918.8792	1918.8139	999999	-32.071161
27.86325	27.883875	1918.8139	1918.7486	999999	-32.186995
27.883875	27.9045	1918.7486	1918.6833	999999	-32.323726
27.9045	27.925125	1918.6833	1918.6181	999999	-32.321173
27.925125	27.94575	1918.6181	1918.5528	999999	-32.285862
27.94575	27.966375	1918.5528	1918.4875	999999	-32.347624
27.966375	27.987	1918.4875	1918.4222	999999	-32.312045
27.987	28.007625	1918.4222	1918.3569	999999	-32.216839
28.007625	28.02825	1918.3569	1918.2917	999999	-32.258736
28.02825	28.048875	1918.2917	1918.2264	999999	-32.147918
28.048875	28.0695	1918.2264	1918.1611	999999	-32.140614
28.0695	28.090125	1918.1611	1918.0958	999999	-32.139262
28.090125	28.11075	1918.0958	1918.0306	999999	-31.936753
28.11075	28.131375	1918.0306	1917.9566	999999	-31.864628
28.131375	28.152	1917.9566	1917.875	999999	-31.889478
28.152	28.172625	1917.875	1917.7934	999999	-32.01076
28.172625	28.19325	1917.7934	1917.7118	999999	-32.100425
28.19325	28.213875	1917.7118	1917.6302	999999	-32.158292
28.213875	28.2345	1917.6302	1917.5486	999999	-32.420431
28.2345	28.255125	1917.5486	1917.467	999999	-32.594154
28.255125	28.27575	1917.467	1917.3854	999999	-32.744717
28.27575	28.296375	1917.3854	1917.3038	999999	-32.808318
28.296375	28.317	1917.3038	1917.2222	999999	-32.791625
28.317	28.337625	1917.2222	1917.1406	999999	-32.750706
28.337625	28.35825	1917.1406	1917.059	999999	-32.658797
28.35825	28.378875	1917.059	1916.9613	999999	-32.433373
28.378875	28.3995	1916.9613	1916.8214	999999	-32.624354
28.3995	28.420125	1916.8214	1916.6815	999999	-32.55604
28.420125	28.44075	1916.6815	1916.5417	999999	-32.763005
28.44075	28.461375	1916.5417	1916.4018	999999	-32.944924
28.461375	28.482	1916.4018	1916.2619	999999	-33.098887
28.482	28.502625	1916.2619	1916.122	999999	-33.384125
28.502625	28.52325	1916.122	1915.9844	999999	-33.53201
28.52325	28.543875	1915.9844	1915.862	999999	-33.672089
28.543875	28.5645	1915.862	1915.7396	999999	-33.595495
28.5645	28.585125	1915.7396	1915.6172	999999	-33.520279
28.585125	28.60575	1915.6172	1915.4948	999999	-33.300724
28.60575	28.626375	1915.4948	1915.3724	999999	-33.186031
28.626375	28.647	1915.3724	1915.25	999999	-33.101024
28.647	28.67551429	1915.25	1915.125	999999	-29.031134
28.67551429	28.70402857	1915.125	1915	999999	-31.987396
28.70402857	28.73254286	1915	1914.9	999999	-32.039435
28.73254286	28.76105714	1914.9	1914.8	999999	-31.999273
28.76105714	28.78957143	1914.8	1914.7	999999	-32.192256
28.78957143	28.81808571	1914.7	1914.6	999999	-32.16726
28.81808571	28.8466	1914.6	1914.5	999999	-32.147944
28.8466	28.87511429	1914.5	1914.4	999999	-32.043147
28.87511429	28.90362857	1914.4	1914.3	999999	-31.802966
28.90362857	28.93214286	1914.3	1914.2	999999	-31.722989
28.93214286	28.96065714	1914.2	1914.1	999999	-31.641986
28.96065714	28.98917143	1914.1	1914	999999	-31.710627
28.98917143	29.01768571	1914	1913.9091	999999	-31.835823
29.01768571	29.0462	1913.9091	1913.8182	999999	-32.073234
29.0462	29.07471429	1913.8182	1913.7273	999999	-32.377754
29.07471429	29.10322857	1913.7273	1913.6364	999999	-32.680235
29.10322857	29.13174286	1913.6364	1913.5455	999999	-32.899143
29.13174286	29.16025714	1913.5455	1913.4545	999999	-33.242739
29.16025714	29.18877143	1913.4545	1913.3636	999999	-33.425042
29.18877143	29.21728571	1913.3636	1913.2727	999999	-33.396152
29.21728571	29.2458	1913.2727	1913.1818	999999	-33.231883
29.2458	29.27431429	1913.1818	1913.0909	999999	-32.988669
29.27431429	29.30282857	1913.0909	1913	999999	-32.790867
29.30282857	29.33134286	1913	1912.9	999999	-32.601449
29.33134286	29.35985714	1912.9	1912.8	999999	-32.478181
29.35985714	29.38837143	1912.8	1912.7	999999	-32.437768
29.38837143	29.41688571	1912.7	1912.6	999999	-32.461125
29.41688571	29.4454	1912.6	1912.5	999999	-32.513205
29.4454	29.47391429	1912.5	1912.4	999999	-32.436625
29.47391429	29.50242857	1912.4	1912.3	999999	-32.455799
29.50242857	29.53094286	1912.3	1912.2	999999	-32.383068
29.53094286	29.55945714	1912.2	1912.1	999999	-32.183455
29.55945714	29.58797143	1912.1	1912	999999	-32.001307
29.58797143	29.61648571	1912	1911.8889	999999	-31.814027
