% ITASE_2000_5					
% Water isotope data from the University of Washington					
% Eric J. Steig and David P. Schneider					
%					
% Citation:					
% Steig EJ, Ding Q, White JCW, Kuettel M, Rupper SB, Neumann TA, Neff PD,					
% Gallant AJE, Mayewski PA, Taylor KC, Hoffmann G, Dixon DA, Schoenemann S, Markle BM, 					
% Schneider DP, Fudge TJ, Schauer AJ, Teel RP, Vaughn B, Burgener L, Williams J,					
% Korotkikh E. Recent climate and ice-sheet changes in West Antarctica compared					
% with the past 2000 years. Nature Geoscience 6: 372-375, doi: 10.1038/NGEO1778 (2013).					
%					
% Depths are given in meters. Age in calendar years.					
% Ages refer to nominal Jan 1st (that is, 2000.0 means midnight of Dec 31, 1999)					
%					
% Isotope ratios are normalized on the V-SMOW / SLAP scale.					
% Precision is <0.1 per mil and <1 per mil for d18O and delD, respectively.  Analysis via CO2 equilibration (d18O), reduction on Cr (dD) or laser spectroscopy (dD).					
%					
% Core ITASE_2000_5, Location 123.995 W, 77.683 S, 1828 m					
%					
% Core depth = 60 m.  Analyzed to 60 m.					
%					
% '999999' = no data					
%					
% Depth_top	Depth_bottom	Age_top	Age_bottom	d18O (per mil)	dD (per mil)
10.607	10.636	1962.7419	1962.6487	-33.94	-271.44
10.636	10.665	1962.6487	1962.5556	-34.63	-271.76
10.665	10.696	1962.5556	1962.4176	-35.23	-277.81
10.696	10.728	1962.4176	1962.2797	-35.47	-283.28
10.728	10.759	1962.2797	1962.1418	-35.82	-287.03
10.759	10.791	1962.1418	1962.0038	-36.57	-287.98
10.791	10.822	1962.0038	1961.8491	-36.49	-288.23
10.822	10.853	1961.8491	1961.694	-35.96	-286.51
10.853	10.885	1961.694	1961.5388	-35.7	-282.06
10.885	10.916	1961.5388	1961.3836	-35.09	-277.84
10.916	10.947	1961.3836	1961.2285	-34.32	-270.67
10.947	10.979	1961.2285	1961.0733	-33.42	-259.5
10.979	11.01	1961.0733	1960.9345	-32.28	-252.65
11.01	11.042	1960.9345	1960.8104	-31.74	-246.38
11.042	11.073	1960.8104	1960.6862	-31.26	-241.89
11.073	11.104	1960.6862	1960.5621	-31.51	-242.81
11.104	11.136	1960.5621	1960.4379	-31.99	-249.74
11.136	11.167	1960.4379	1960.3138	-33.11	-260.47
11.167	11.198	1960.3138	1960.1897	-33.85	-270.6
11.198	11.23	1960.1897	1960.0655	-34.52	-276.37
11.23	11.261	1960.0655	1959.9414	-35.14	-278.69
11.261	11.293	1959.9414	1959.8173	-35.33	-280.48
11.293	11.324	1959.8173	1959.6931	-35.02	-276.88
11.324	11.355	1959.6931	1959.569	-34.66	-273.8
11.355	11.387	1959.569	1959.4449	-34.25	-271.18
11.387	11.418	1959.4449	1959.3207	-33.16	-266.43
11.418	11.449	1959.3207	1959.1966	-33.43	-260.51
11.449	11.481	1959.1966	1959.0724	-33.07	-258.44
11.481	11.512	1959.0724	1958.9677	-32.82	-256.65
11.512	11.544	1958.9677	1958.8901	-32.55	-255.17
11.544	11.575	1958.8901	1958.8125	-32.29	-252.91
11.575	11.605	1958.8125	1958.7386	-32.41	-254.58
11.605	11.635	1958.7386	1958.6648	-32.84	-259.18
11.635	11.665	1958.6648	1958.5909	-32.45	-260.97
11.665	11.696	1958.5909	1958.517	-33.39	-263.48
11.696	11.726	1958.517	1958.4432	-33.52	-266.36
11.726	11.756	1958.4432	1958.3693	-31.86	-261.67
11.756	11.786	1958.3693	1958.2955	-32.95	-260.08
11.786	11.816	1958.2955	1958.2216	-32.41	-257.07
11.816	11.846	1958.2216	1958.1477	-32.07	-251.89
11.846	11.877	1958.1477	1958.0739	-31.6	-247.57
11.877	11.907	1958.0739	1958	-31.05	-244.23
11.907	11.937	1958	1957.9015	-31.19	-244.93
11.937	11.967	1957.9015	1957.803	-31.31	-244.65
11.967	11.997	1957.803	1957.7045	-31.62	-247.5
11.997	12.027	1957.7045	1957.6061	-32.01	-252.55
12.027	12.057	1957.6061	1957.5076	-32.16	-251.53
12.057	12.088	1957.5076	1957.4091	-31.86	-255.34
12.088	12.118	1957.4091	1957.3106	-32.78	-250.73
12.118	12.148	1957.3106	1957.2121	-32.86	999999
12.148	12.178	1957.2121	1957.1136	-33.07	999999
12.178	12.208	1957.1136	1957.0152	-33.13	-263.02
12.208	12.238	1957.0152	1956.9	-33.79	-267.31
12.238	12.268	1956.9	1956.7818	-32.23	-270.2
12.268	12.299	1956.7818	1956.6636	-34.6	-273.05
12.299	12.329	1956.6636	1956.5455	-34.62	-274.81
12.329	12.359	1956.5455	1956.4273	-34.85	-275.69
12.359	12.389	1956.4273	1956.3091	-35.13	-278.69
12.389	12.419	1956.3091	1956.1909	-35.27	-278.64
12.419	12.449	1956.1909	1956.0727	-34.36	-280.28
12.449	12.48	1956.0727	1955.9242	-35.37	-280.97
12.48	12.51	1955.9242	1955.7273	-35.51	-282.34
12.51	12.54	1955.7273	1955.5303	-35.14	-283.37
12.54	12.57	1955.5303	1955.3333	-35.38	-281.55
12.57	12.601	1955.3333	1955.1559	-35.19	-280.45
12.601	12.631	1955.1559	1954.9816	-34.57	-277.69
12.631	12.662	1954.9816	1954.8295	-34.8	-274.93
12.662	12.693	1954.8295	1954.6774	-34.4	-273.69
12.693	12.723	1954.6774	1954.5253	-34.11	-271.82
12.723	12.754	1954.5253	1954.3733	-33.41	-269
12.754	12.785	1954.3733	1954.2212	-33.6	-266.06
12.785	12.815	1954.2212	1954.0691	-32.64	-265.76
12.815	12.846	1954.0691	1953.9274	-33.35	-265.09
12.846	12.876	1953.9274	1953.7944	-33.76	-265.6
12.876	12.907	1953.7944	1953.6613	-33.59	-267.58
12.907	12.938	1953.6613	1953.5282	-33.79	-270.37
12.938	12.968	1953.5282	1953.3952	-34.13	-270.32
12.968	12.999	1953.3952	1953.2621	-34.19	-270.42
12.999	13.03	1953.2621	1953.129	-34.02	-268.32
13.03	13.06	1953.129	1952.9977	-31.28	-266.69
13.06	13.091	1952.9977	1952.9217	-33.57	-263.75
13.091	13.122	1952.9217	1952.8456	-33.52	-263.01
13.122	13.152	1952.8456	1952.7696	-33.48	-264.64
13.152	13.183	1952.7696	1952.6936	-33.67	-266.7
13.183	13.214	1952.6936	1952.6175	-33.88	-269.61
13.214	13.244	1952.6175	1952.5415	-34.3	-274.91
13.244	13.275	1952.5415	1952.4654	-34.44	-273.19
13.275	13.305	1952.4654	1952.3894	-34.43	-274.98
13.305	13.336	1952.3894	1952.3134	-33.3	-272.13
13.336	13.367	1952.3134	1952.2373	-33.3	-269.52
13.367	13.397	1952.2373	1952.1613	-33.47	-264.75
13.397	13.428	1952.1613	1952.0853	-33.27	-261.66
13.428	13.459	1952.0853	1952.0092	-33.19	-261.39
13.459	13.489	1952.0092	1951.915	-33.4	-263.56
13.489	13.52	1951.915	1951.8182	-33.71	-268.62
13.52	13.55	1951.8182	1951.7159	-33.9	-276.72
13.55	13.58	1951.7159	1951.6136	-35.06	-281.53
13.58	13.61	1951.6136	1951.5114	-35.71	-284.03
13.61	13.64	1951.5114	1951.4091	-35.69	-284.28
13.64	13.67	1951.4091	1951.3068	-35.56	-283.85
13.67	13.699	1951.3068	1951.2046	-35.11	-280.82
13.699	13.729	1951.2046	1951.1023	-34.75	-275.81
13.729	13.759	1951.1023	1951	-34.37	-273.69
13.759	13.789	1951	1950.8125	-34.24	-273.27
13.789	13.819	1950.8125	1950.625	-32.68	-271.94
13.819	13.849	1950.625	1950.4375	-33.91	-272.02
13.849	13.879	1950.4375	1950.25	-33.74	-268.66
13.879	13.909	1950.25	1950.0625	-33.8	-268.39
13.909	13.939	1950.0625	1949.9063	-33.63	-267.03
13.939	13.969	1949.9063	1949.7656	-33.55	-265.78
13.969	13.998	1949.7656	1949.625	-32.51	-264.45
13.998	14.028	1949.625	1949.4844	-32.71	-263.74
14.028	14.058	1949.4844	1949.3438	-32.95	-263.93
14.058	14.088	1949.3438	1949.2031	999999	-263.81
14.088	14.118	1949.2031	1949.0625	-33.2	-261.71
14.118	14.148	1949.0625	1948.9306	-32.9	-260.83
14.148	14.178	1948.9306	1948.8056	-32.02	-258.53
14.178	14.208	1948.8056	1948.6806	-31.68	-259.32
14.208	14.238	1948.6806	1948.5556	-33.12	-259.36
14.238	14.268	1948.5556	1948.4306	-33.21	-262.22
14.268	14.298	1948.4306	1948.3056	-33.22	-262.39
14.298	14.327	1948.3056	1948.1806	-33.54	-262.96
14.327	14.357	1948.1806	1948.0556	-33.81	-265.61
14.357	14.387	1948.0556	1947.9108	-34.12	-269.78
14.387	14.417	1947.9108	1947.75	-34.34	-274.59
14.417	14.447	1947.75	1947.5893	-34.69	-278.57
14.447	14.477	1947.5893	1947.4286	-35.26	-279.44
14.477	14.508	1947.4286	1947.2535	-35.18	-281.7
14.508	14.539	1947.2535	1947.0783	-35.51	-281.5
14.539	14.57	1947.0783	1946.9153	-35.13	-278.94
14.57	14.601	1946.9153	1946.7621	-34.36	-273.15
14.601	14.632	1946.7621	1946.6089	-33.88	-269.39
14.632	14.663	1946.6089	1946.4556	-33.93	-269.37
14.663	14.694	1946.4556	1946.3024	-33.69	-266.7
14.694	14.725	1946.3024	1946.1492	-33.3	-265.3
14.725	14.756	1946.1492	1945.9964	-32.91	-261.6
14.756	14.787	1945.9964	1945.8602	-32.52	-254.78
14.787	14.818	1945.8602	1945.724	-32.02	-253
14.818	14.849	1945.724	1945.5878	-31.49	-248.99
14.849	14.88	1945.5878	1945.4516	-31.05	-244.34
14.88	14.911	1945.4516	1945.3154	-30.68	-243.34
14.911	14.942	1945.3154	1945.1792	-30.87	-243.7
14.942	14.972	1945.1792	1945.043	-31.13	-247.32
14.972	15.003	1945.043	1944.9068	-31.61	-250.17
15.003	15.034	1944.9068	1944.7706	-32.09	-254.18
15.034	15.065	1944.7706	1944.6344	-32.56	-258.39
15.065	15.096	1944.6344	1944.4982	-31.96	-260.3
15.096	15.127	1944.4982	1944.362	-33.31	-263.98
15.127	15.158	1944.362	1944.2258	-33.68	-266.38
15.158	15.189	1944.2258	1944.0896	-34.02	-270.3
15.189	15.22	1944.0896	1943.9476	-34.37	-271.76
15.22	15.251	1943.9476	1943.7944	-34.56	-274.49
15.251	15.282	1943.7944	1943.6411	-34.77	-275.51
15.282	15.313	1943.6411	1943.4879	-35.13	-276.75
15.313	15.344	1943.4879	1943.3347	-35.38	-275.9
15.344	15.375	1943.3347	1943.1815	-34.78	-278.12
15.375	15.406	1943.1815	1943.0282	-36	-283.35
15.406	15.437	1943.0282	1942.8889	-36.55	-288.51
15.437	15.467	1942.8889	1942.7614	-36.62	-291.93
15.467	15.496	1942.7614	1942.634	-36.43	-290.09
15.496	15.526	1942.634	1942.5065	-36.1	-286.86
15.526	15.556	1942.5065	1942.3791	-35.56	-280.02
15.556	15.586	1942.3791	1942.2517	-34.36	-274.34
15.586	15.615	1942.2517	1942.1242	-33.72	-265.81
15.615	15.645	1942.1242	1941.9973	-32.8	-261.07
15.645	15.675	1941.9973	1941.8931	-32.68	-258.13
15.675	15.704	1941.8931	1941.7888	-32.58	-257.14
15.704	15.734	1941.7888	1941.6845	-32.65	-262.64
15.734	15.764	1941.6845	1941.5802	-31.75	-260.83
15.764	15.793	1941.5802	1941.476	-32.84	-262.23
15.793	15.823	1941.476	1941.3717	-32.88	-259.99
15.823	15.853	1941.3717	1941.2674	-32.79	-261.6
15.853	15.883	1941.2674	1941.1631	-32.7	-258.74
15.883	15.912	1941.1631	1941.0589	-32.88	-256.67
15.912	15.942	1941.0589	1940.9501	-32.99	-259.1
15.942	15.972	1940.9501	1940.8354	-32.96	-261.3
15.972	16.001	1940.8354	1940.7207	-33.35	-260.39
16.001	16.031	1940.7207	1940.606	-32.87	-264.21
16.031	16.061	1940.606	1940.4912	-33.4	-265.77
16.061	16.091	1940.4912	1940.3765	-33.67	-265.44
16.091	16.12	1940.3765	1940.2618	-33.21	-263.45
16.12	16.15	1940.2618	1940.1471	-33.27	-261.37
16.15	16.18	1940.1471	1940.0324	-33.12	-257.65
16.18	16.209	1940.0324	1939.9252	-32.94	-261.32
16.209	16.239	1939.9252	1939.8209	-33.02	-258.92
16.239	16.269	1939.8209	1939.7167	-32.65	-259.43
16.269	16.298	1939.7167	1939.6124	-33.08	-253.87
16.298	16.328	1939.6124	1939.5081	-33.01	-258.46
16.328	16.358	1939.5081	1939.4038	-32.82	-254.89
16.358	16.388	1939.4038	1939.2996	-32.16	999999
16.388	16.417	1939.2996	1939.1953	-29.34	999999
16.417	16.447	1939.1953	1939.0909	-32.06	-252.63
16.447	16.477	1939.0909	1938.963	-31.14	-249.66
16.477	16.508	1938.963	1938.8148	-31.93	-251.15
16.508	16.538	1938.8148	1938.6667	-31.89	-252.78
16.538	16.568	1938.6667	1938.5185	-31.94	-252.99
16.568	16.599	1938.5185	1938.3704	-31.7	-249.45
16.599	16.629	1938.3704	1938.2222	-31.6	-251.18
16.629	16.659	1938.2222	1938.0741	-31.43	-246.86
16.659	16.689	1938.0741	1937.9487	-30.87	-246.81
16.689	16.72	1937.9487	1937.8462	-31.23	-244.74
16.72	16.75	1937.8462	1937.7436	-31.35	-249.27
16.75	16.78	1937.7436	1937.641	-31.46	-247.81
16.78	16.811	1937.641	1937.5385	-31.96	-256.25
16.811	16.841	1937.5385	1937.4359	-32.33	-257.79
16.841	16.871	1937.4359	1937.3333	-32.85	-262.62
16.871	16.902	1937.3333	1937.2308	-33.05	-260.53
16.902	16.932	1937.2308	1937.1282	-33.46	-265.89
16.932	16.962	1937.1282	1937.0256	-33.22	-265.1
16.962	16.992	1937.0256	1936.9091	-33.57	-266.13
16.992	17.023	1936.9091	1936.7879	-33.66	-266.98
17.023	17.053	1936.7879	1936.6667	-33.63	-263.59
17.053	17.083	1936.6667	1936.5455	-33.04	-259.56
17.083	17.114	1936.5455	1936.4242	-32.55	-253.87
17.114	17.144	1936.4242	1936.303	-32.24	-248.93
17.144	17.174	1936.303	1936.1818	-31.56	-243.28
17.174	17.205	1936.1818	1936.0606	-31.11	-238.37
17.205	17.235	1936.0606	1935.9524	-30.76	-237.11
17.235	17.265	1935.9524	1935.8571	-30.66	-236.22
17.265	17.295	1935.8571	1935.7619	-30.18	-238.42
17.295	17.326	1935.7619	1935.6667	-30.85	-242.67
17.326	17.356	1935.6667	1935.5714	-31.54	-247.79
17.356	17.386	1935.5714	1935.4762	-31.65	-250.78
17.386	17.417	1935.4762	1935.381	-31.86	-250.99
17.417	17.447	1935.381	1935.2857	-31.87	-251.49
17.447	17.477	1935.2857	1935.2098	-32.07	-252.93
17.477	17.507	1935.2098	1935.1339	-31.98	-250.96
17.507	17.537	1935.1339	1935.058	-31.92	-250.92
17.537	17.567	1935.058	1934.975	-31.83	-252.61
17.567	17.597	1934.975	1934.8687	-32.26	-255.08
17.597	17.627	1934.8687	1934.7625	-32.51	-257.21
17.627	17.657	1934.7625	1934.6562	-32.56	-259.57
17.657	17.687	1934.6562	1934.55	-33.02	-262.79
17.687	17.717	1934.55	1934.4438	-33.24	-264.06
17.717	17.747	1934.4438	1934.3375	-33.73	-270.16
17.747	17.777	1934.3375	1934.2313	-34.1	-271.17
17.777	17.807	1934.2313	1934.125	-34.43	-273.67
17.807	17.837	1934.125	1934.0188	-34.73	-276.07
17.837	17.867	1934.0188	1933.9125	-34.8	-278.87
17.867	17.897	1933.9125	1933.8063	-34.65	-276.77
17.897	17.927	1933.8063	1933.7	-34.57	-271.93
17.927	17.957	1933.7	1933.5937	-34.52	-271.97
17.957	17.987	1933.5937	1933.4875	-34.34	-270.55
17.987	18.017	1933.4875	1933.3812	-34.5	-271.16
18.017	18.047	1933.3812	1933.275	-34.07	-273.32
18.047	18.077	1933.275	1933.1687	-34.95	-276.84
18.077	18.107	1933.1687	1933.0625	-34.25	-279.72
18.107	18.137	1933.0625	1932.9271	-35.46	-284.27
18.137	18.167	1932.9271	1932.75	-35.4	-281.34
18.167	18.197	1932.75	1932.5729	-35.26	-280.36
18.197	18.227	1932.5729	1932.3958	-35.28	-277.93
18.227	18.257	1932.3958	1932.2188	-34.41	-277.47
18.257	18.287	1932.2188	1932.0417	-33.3	-275.06
18.287	18.317	1932.0417	1931.8375	-31.38	-269.95
18.317	18.347	1931.8375	1931.625	-31.73	-269.23
18.347	18.377	1931.625	1931.4125	-31.52	-264.16
18.377	18.407	1931.4125	1931.2	-32.91	-260.8
18.407	18.437	1931.2	1931.0364	-31.77	-262.21
18.437	18.468	1931.0364	1930.8939	-32.59	-257.22
18.468	18.498	1930.8939	1930.7576	-32.13	-257.65
18.498	18.529	1930.7576	1930.6212	-32.17	-252.94
18.529	18.559	1930.6212	1930.4848	-31.18	-255.69
18.559	18.59	1930.4848	1930.3485	-32.05	-253.69
18.59	18.62	1930.3485	1930.2121	-31.82	-253.81
18.62	18.651	1930.2121	1930.0758	-31.46	-252.31
18.651	18.681	1930.0758	1929.9481	-32.05	-253.51
18.681	18.712	1929.9481	1929.8312	-32.26	-254.77
18.712	18.742	1929.8312	1929.7143	-32.46	-256.57
18.742	18.772	1929.7143	1929.5974	-32.68	-260.18
18.772	18.803	1929.5974	1929.4805	-33.07	-262.55
18.803	18.833	1929.4805	1929.3636	-33.35	-263.74
18.833	18.864	1929.3636	1929.2468	-33.68	-264.43
18.864	18.894	1929.2468	1929.1299	-33.74	-269
18.894	18.925	1929.1299	1929.013	-34	-272.08
18.925	18.955	1929.013	1928.8788	-34.25	-273.91
18.955	18.986	1928.8788	1928.7424	-34.55	-275.65
18.986	19.016	1928.7424	1928.6061	-34.37	-273.66
19.016	19.047	1928.6061	1928.4697	-34.2	-276.1
19.047	19.077	1928.4697	1928.3333	-32.9	-271.6
19.077	19.107	1928.3333	1928.197	-33.43	-268.73
19.107	19.138	1928.197	1928.0606	-33.14	-264.51
19.138	19.168	1928.0606	1927.9432	-32.82	-260.98
19.168	19.199	1927.9432	1927.8409	-32.49	-259.05
19.199	19.229	1927.8409	1927.7386	-32.33	-255.26
19.229	19.26	1927.7386	1927.6364	-32.49	-258.23
19.26	19.29	1927.6364	1927.5341	-32.55	-259.65
19.29	19.321	1927.5341	1927.4318	-32.86	-258.72
19.321	19.351	1927.4318	1927.3296	-33.19	-261.19
19.351	19.382	1927.3296	1927.2273	-33.53	-263.46
19.382	19.412	1927.2273	1927.125	-32.88	-267.17
19.412	19.441	1927.125	1927.0551	-34.36	-272.94
19.441	19.47	1927.0551	1926.9706	-35.03	-274.8
19.47	19.499	1926.9706	1926.8309	-35.55	-279.25
19.499	19.528	1926.8309	1926.6912	-35.87	-276.47
19.528	19.557	1926.6912	1926.5515	-36.08	-273.03
19.557	19.586	1926.5515	1926.4118	-36.63	999999
19.586	19.615	1926.4118	1926.2721	-36.62	-285.66
19.615	19.644	1926.2721	1926.1324	-36.4	-284.87
19.644	19.673	1926.1324	1925.9941	-36.05	-281.83
19.673	19.702	1925.9941	1925.8824	-35.6	-278.69
19.702	19.731	1925.8824	1925.7706	-35.33	-276.68
19.731	19.76	1925.7706	1925.6588	-34.97	-273.19
19.76	19.789	1925.6588	1925.5471	-34.52	-270.42
19.789	19.818	1925.5471	1925.4353	-33.74	-264.74
19.818	19.847	1925.4353	1925.3235	-33.66	-262.43
19.847	19.876	1925.3235	1925.2118	-33.19	-258.64
19.876	19.904	1925.2118	1925.1	-32.89	-253.65
19.904	19.933	1925.1	1924.9853	-32.48	-253.23
19.933	19.962	1924.9853	1924.8456	-32.51	-253.47
19.962	19.991	1924.8456	1924.7059	-32.71	-258.07
19.991	20.02	1924.7059	1924.5662	-33.02	-257.11
20.02	20.049	1924.5662	1924.4265	-33.17	-259.39
20.049	20.078	1924.4265	1924.2868	-33.14	-261.33
20.078	20.107	1924.2868	1924.1471	-33.25	-262.3
20.107	20.136	1924.1471	1924.0074	-33.19	-261.84
20.136	20.165	1924.0074	1923.8677	-32.88	-260.88
20.165	20.194	1923.8677	1923.728	-32.79	-259.03
20.194	20.223	1923.728	1923.5882	-32.54	-258.47
20.223	20.252	1923.5882	1923.4485	-32.22	-254.69
20.252	20.281	1923.4485	1923.3088	-31.72	-254.53
20.281	20.31	1923.3088	1923.1691	-31.84	-252.8
20.31	20.339	1923.1691	1923.0294	-31.88	-254.22
20.339	20.368	1923.0294	1922.9118	-32.04	-254.94
20.368	20.397	1922.9118	1922.8	-32.21	-255.46
20.397	20.437	1922.8	1922.675	-32.32	-260.66
20.437	20.478	1922.675	1922.55	-33.19	-262.29
20.478	20.518	1922.55	1922.425	-33.81	-270.04
20.518	20.558	1922.425	1922.3	-34.13	-270.81
20.558	20.598	1922.3	1922.175	-34.7	-274.7
20.598	20.639	1922.175	1922.05	-34.94	-275.25
20.639	20.679	1922.05	1921.9063	-35.23	-278.79
20.679	20.719	1921.9063	1921.75	-35.57	-281.07
20.719	20.76	1921.75	1921.5938	-35.14	-282.01
20.76	20.8	1921.5938	1921.4375	-35.47	-280.79
20.8	20.84	1921.4375	1921.2813	-35.82	-282.48
20.84	20.88	1921.2813	1921.125	-35.15	-279.93
20.88	20.921	1921.125	1920.9688	-34.37	-281.16
20.921	20.961	1920.9688	1920.8125	-34.48	-279.34
20.961	21.001	1920.8125	1920.6563	-33.2	-273.57
21.001	21.042	1920.6563	1920.5	-33.38	-270.34
21.042	21.082	1920.5	1920.3438	-33.7	-266.83
21.082	21.122	1920.3438	1920.1875	-33.41	-260.29
21.122	21.163	1920.1875	1920.0313	-33.12	-259.44
21.163	21.203	1920.0313	1919.875	-32.83	-257.03
21.203	21.243	1919.875	1919.7188	-32.22	-256.52
21.243	21.283	1919.7188	1919.5625	-33.13	-259.19
21.283	21.324	1919.5625	1919.4063	-33.26	-263.23
21.324	21.364	1919.4063	1919.25	-33	-265.82
21.364	21.405	1919.25	1919.01	-34.27	-267.53
21.405	21.446	1919.01	1918.816	-34.57	-270.65
21.446	21.488	1918.816	1918.624	-34.8	-275.79
21.488	21.529	1918.624	1918.432	-34.95	-276.75
21.529	21.57	1918.432	1918.24	-34.26	-275.04
21.57	21.611	1918.24	1918.048	-34.25	-275.16
21.611	21.652	1918.048	1917.91	-33.83	-268.51
21.652	21.694	1917.91	1917.79	-33.23	-260.3
21.694	21.735	1917.79	1917.67	-32.62	-259.04
21.735	21.776	1917.67	1917.55	-32.14	-254.09
21.776	21.817	1917.55	1917.43	-32.03	-252.54
21.817	21.858	1917.43	1917.31	-31.43	-250.96
21.858	21.9	1917.31	1917.19	-31.84	-253.27
21.9	21.941	1917.19	1917.07	-31.85	-251.77
21.941	21.982	1917.07	1916.9333	-31.91	-250.41
21.982	22.023	1916.9333	1916.7733	-32.25	-250.73
22.023	22.064	1916.7733	1916.6133	-32.48	-253.11
22.064	22.106	1916.6133	1916.4533	-32.88	-259.9
22.106	22.147	1916.4533	1916.2933	-33.45	-264.16
22.147	22.188	1916.2933	1916.1333	-33.67	-267.41
22.188	22.229	1916.1333	1915.9733	-33.96	-269.54
22.229	22.27	1915.9733	1915.8133	-33.79	-268.76
22.27	22.312	1915.8133	1915.6533	-34.02	-267.4
22.312	22.353	1915.6533	1915.4933	-33.81	-268.12
22.353	22.394	1915.4933	1915.3333	-33.16	-268.55
22.394	22.434	1915.3333	1915.1467	-33.85	-272.71
22.434	22.474	1915.1467	1914.9657	-34.98	-275.6
22.474	22.515	1914.9657	1914.8057	-35.46	-278.6
22.515	22.555	1914.8057	1914.6457	-35.71	-283.04
22.555	22.595	1914.6457	1914.4857	-35.36	-284.48
22.595	22.635	1914.4857	1914.3257	-35.54	-283.38
22.635	22.675	1914.3257	1914.1657	-35.26	-279.3
22.675	22.716	1914.1657	1914.0057	-34.76	-271.99
22.716	22.756	1914.0057	1913.8457	-34.14	-269.26
22.756	22.796	1913.8457	1913.6857	-33.37	-265.99
22.796	22.836	1913.6857	1913.5257	-33.12	-261.71
22.836	22.876	1913.5257	1913.3657	-32.64	-260.4
22.876	22.917	1913.3657	1913.2057	-32.94	-259.42
22.917	22.957	1913.2057	1913.0457	-32.96	-261.45
22.957	22.997	1913.0457	1912.8667	-33.03	-261.71
22.997	23.037	1912.8667	1912.68	-32.87	-260.99
23.037	23.077	1912.68	1912.4933	-32.53	-258.41
23.077	23.118	1912.4933	1912.3067	-32.29	-253.65
23.118	23.158	1912.3067	1912.12	-31.59	-250.65
23.158	23.198	1912.12	1911.9333	-31.43	-248.67
23.198	23.238	1911.9333	1911.7467	-31.54	-249.45
23.238	23.278	1911.7467	1911.56	-31.9	-251.79
23.278	23.319	1911.56	1911.3733	-32.45	-257.87
23.319	23.359	1911.3733	1911.1867	-32.89	-265.11
23.359	23.399	1911.1867	1911	-33.35	-269.31
23.399	23.44	1911	1910.7582	-34.37	-273.44
23.44	23.481	1910.7582	1910.5165	-34.85	-279.86
23.481	23.521	1910.5165	1910.2747	-35.41	-280.3
23.521	23.562	1910.2747	1910.033	-35.4	-282.95
23.562	23.603	1910.033	1909.8539	-35.92	-285.57
23.603	23.644	1909.8539	1909.6846	-36.05	-289.12
23.644	23.684	1909.6846	1909.5154	-36.11	-286.23
23.684	23.725	1909.5154	1909.3462	-35.84	-284.37
23.725	23.766	1909.3462	1909.1769	-35.34	-281.55
23.766	23.807	1909.1769	1909.0077	-34.81	-278.46
23.807	23.847	1909.0077	1908.8757	-34.16	-272.37
23.847	23.888	1908.8757	1908.7456	-33.8	-267.17
23.888	23.929	1908.7456	1908.6154	-33.54	-264.3
23.929	23.97	1908.6154	1908.4852	-33.4	-265.68
23.97	24.011	1908.4852	1908.355	-33.67	-269.26
24.011	24.051	1908.355	1908.2249	-34.33	-270.89
24.051	24.092	1908.2249	1908.0947	-33.17	-276.16
24.092	24.133	1908.0947	1907.9581	-35.05	-279.26
24.133	24.174	1907.9581	1907.8042	-34.23	-280.49
24.174	24.214	1907.8042	1907.6504	-35.28	-283.98
24.214	24.255	1907.6504	1907.4965	-35.64	-282.18
24.255	24.296	1907.4965	1907.3427	-35.56	-284.3
24.296	24.337	1907.3427	1907.1888	-35.32	-280.79
24.337	24.377	1907.1888	1907.035	-35	-273.87
24.377	24.418	1907.035	1906.8693	-34.34	-271.32
24.418	24.459	1906.8693	1906.7	-33.98	-268.73
24.459	24.5	1906.7	1906.5625	-33.47	-265.55
24.5	24.54	1906.5625	1906.425	-32.47	-263.17
24.54	24.581	1906.425	1906.2875	-32.6	-258.92
24.581	24.622	1906.2875	1906.15	-32.51	-254.77
24.622	24.662	1906.15	1906.0125	-32.3	-255.98
24.662	24.703	1906.0125	1905.8438	-32.24	-254.66
24.703	24.743	1905.8438	1905.6719	-32.02	-252.72
24.743	24.784	1905.6719	1905.5	-32.33	-254.16
24.784	24.825	1905.5	1905.3281	-32.69	-258.02
24.825	24.865	1905.3281	1905.1562	-32.87	-261.94
24.865	24.906	1905.1562	1904.9821	-33.71	-267.79
24.906	24.947	1904.9821	1904.7857	-34.25	-275.22
24.947	24.987	1904.7857	1904.5893	-34.99	-279.14
24.987	25.028	1904.5893	1904.3929	-35.16	-279.55
25.028	25.068	1904.3929	1904.1964	-34.78	-283.44
25.068	25.109	1904.1964	1904	-34.69	-279.23
25.109	25.15	1904	1903.8036	-35.11	-275.94
25.15	25.19	1903.8036	1903.6071	-34.74	-276.59
25.19	25.231	1903.6071	1903.4107	-33.93	-276.95
25.231	25.272	1903.4107	1903.2143	-33.92	-275.18
25.272	25.312	1903.2143	1903.0179	-34.44	-269.68
25.312	25.353	1903.0179	1902.875	-33.66	-266.9
25.353	25.393	1902.875	1902.7375	-33.59	-262.97
25.393	25.434	1902.7375	1902.6	-33.21	-260.59
25.434	25.474	1902.6	1902.464	-32.7	-256.25
25.474	25.514	1902.464	1902.328	-32.43	-244.03
25.514	25.554	1902.328	1902.192	-31.93	-255.04
25.554	25.594	1902.192	1902.056	-32.7	-272.67
25.594	25.634	1902.056	1901.9	-32.91	999999
