% ITASE_2000_5					
% Water isotope data from the University of Washington					
% Eric J. Steig and David P. Schneider					
%					
% Citation:					
% Steig EJ, Ding Q, White JCW, Kuettel M, Rupper SB, Neumann TA, Neff PD,					
% Gallant AJE, Mayewski PA, Taylor KC, Hoffmann G, Dixon DA, Schoenemann S, Markle BM, 					
% Schneider DP, Fudge TJ, Schauer AJ, Teel RP, Vaughn B, Burgener L, Williams J,					
% Korotkikh E. Recent climate and ice-sheet changes in West Antarctica compared					
% with the past 2000 years. Nature Geoscience 6: 372-375, doi: 10.1038/NGEO1778 (2013).					
%					
% Depths are given in meters. Age in calendar years.					
% Ages refer to nominal Jan 1st (that is, 2000.0 means midnight of Dec 31, 1999)					
%					
% Isotope ratios are normalized on the V-SMOW / SLAP scale.					
% Precision is <0.1 per mil and <1 per mil for d18O and delD, respectively.  Analysis via CO2 equilibration (d18O), reduction on Cr (dD) or laser spectroscopy (dD).					
%					
% Core ITASE_2000_5, Location 123.995 W, 77.683 S, 1828 m					
%					
% Core depth = 60 m.  Analyzed to 60 m.					
%					
% '999999' = no data					
%					
% Depth_top	Depth_bottom	Age_top	Age_bottom	d18O (per mil)	dD (per mil)
25.634	25.674	1901.9	1901.73	-33.09	999999
25.674	25.714	1901.73	1901.56	-33.6	-266.81
25.714	25.754	1901.56	1901.39	-33.97	-268.2
25.754	25.794	1901.39	1901.22	-33.74	-272.87
25.794	25.834	1901.22	1901.05	-31.23	999999
25.834	25.874	1901.05	1900.8933	-32.75	-272.57
25.874	25.914	1900.8933	1900.7422	-34.62	-273.51
25.914	25.954	1900.7422	1900.5911	-34.26	-273.38
25.954	25.994	1900.5911	1900.44	-33.87	-269.84
25.994	26.034	1900.44	1900.2889	-33.14	-264.04
26.034	26.074	1900.2889	1900.1378	-32.32	-254.12
26.074	26.114	1900.1378	1899.98	-31.45	-249.69
26.114	26.154	1899.98	1899.7533	-30.77	-241.94
26.154	26.194	1899.7533	1899.5267	-30.56	-243.15
26.194	26.234	1899.5267	1899.3	-30	-237.74
26.234	26.274	1899.3	1899.0733	-30.53	-242.05
26.274	26.314	1899.0733	1898.816	-30.85	-242.51
26.314	26.354	1898.816	1898.544	-31.16	-246.2
26.354	26.394	1898.544	1898.272	-31.48	-246.57
26.394	26.434	1898.272	1898	-30.55	-250.07
26.434	26.476	1898	1897.7215	-31.91	-252.11
26.476	26.518	1897.7215	1897.443	-32.07	-252.56
26.518	26.56	1897.443	1897.1645	-31.98	-253.2
26.56	26.602	1897.1645	1896.886	-32.01	-257.22
26.602	26.644	1896.886	1896.6074	-33.09	-264.49
26.644	26.687	1896.6074	1896.3289	-32.92	-265.2
26.687	26.729	1896.3289	1896.0504	-32.58	-264.65
26.729	26.771	1896.0504	1895.8099	-33.46	-267.2
26.771	26.813	1895.8099	1895.5778	-33.44	-267.04
26.813	26.855	1895.5778	1895.3457	-34.03	-268.79
26.855	26.897	1895.3457	1895.1137	-33.35	-270.64
26.897	26.939	1895.1137	1894.8985	-34.16	-270.85
26.939	26.981	1894.8985	1894.6995	-34.57	-272.02
26.981	27.023	1894.6995	1894.5006	-34.8	-276.15
27.023	27.065	1894.5006	1894.3017	-35.11	-279.55
27.065	27.107	1894.3017	1894.1027	-35.81	-280.83
27.107	27.15	1894.1027	1893.9038	-36.11	-285.85
27.15	27.192	1893.9038	1893.7049	-36.2	-286.12
27.192	27.234	1893.7049	1893.5059	-36.13	-286.49
27.234	27.276	1893.5059	1893.307	-34.2	-281.37
27.276	27.318	1893.307	1893.1081	-35.76	-282.55
27.318	27.36	1893.1081	1892.9091	-34.46	-277.06
27.36	27.371	1892.9091	1892.8571	-34.92	-272.36
27.371	27.411	1892.8571	1892.6978	-34.73	-274.66
27.411	27.45	1892.6978	1892.5385	-34.55	-274.54
27.45	27.49	1892.5385	1892.3791	-35.28	-279.04
27.49	27.529	1892.3791	1892.2198	-35.23	-279.94
27.529	27.569	1892.2198	1892.0604	-35.91	-283.49
27.569	27.608	1892.0604	1891.8616	-35.98	-283.87
27.608	27.648	1891.8616	1891.6385	-35.58	-286.9
27.648	27.687	1891.6385	1891.4154	-35.96	-287.64
27.687	27.727	1891.4154	1891.1923	-35.76	-284.47
27.727	27.766	1891.1923	1890.9616	-35.17	-276.31
27.766	27.806	1890.9616	1890.6827	-34.33	-272.57
27.806	27.845	1890.6827	1890.4039	-33.57	-265.94
27.845	27.885	1890.4039	1890.125	-33.24	-260.69
27.885	27.925	1890.125	1889.877	-32.86	-257.4
27.925	27.964	1889.877	1889.6539	-32.55	-257.39
27.964	28.004	1889.6539	1889.4308	-33.1	-260.05
28.004	28.043	1889.4308	1889.2077	-33.24	-264.61
28.043	28.083	1889.2077	1888.9847	-33.36	-265.93
28.083	28.122	1888.9847	1888.7616	-34.07	-268.3
28.122	28.162	1888.7616	1888.5385	-34.22	-269.28
28.162	28.201	1888.5385	1888.3154	-33.95	-269.46
28.201	28.241	1888.3154	1888.0924	-33.74	-265.18
28.241	28.28	1888.0924	1887.9455	-33.08	-263.4
28.28	28.32	1887.9455	1887.8526	-33.16	-260.06
28.32	28.359	1887.8526	1887.7596	-33.11	-256.97
28.359	28.399	1887.7596	1887.6667	-32.3	-259.78
28.399	28.439	1887.6667	1887.5151	-33.29	-261.18
28.439	28.48	1887.5151	1887.3636	-32.96	-263.7
28.48	28.52	1887.3636	1887.212	-33.58	-263.39
28.52	28.56	1887.212	1887.0605	-33.77	-264.09
28.56	28.6	1887.0605	1886.8907	-33.97	-267.48
28.6	28.641	1886.8907	1886.7089	-34.13	-272.76
28.641	28.681	1886.7089	1886.527	-34.9	-275.21
28.681	28.721	1886.527	1886.3452	-35.06	-278.43
28.721	28.761	1886.3452	1886.1633	-35.31	-277.87
28.761	28.802	1886.1633	1885.9768	-35.03	-278.31
28.802	28.842	1885.9768	1885.7495	-34.68	-275.56
28.842	28.882	1885.7495	1885.5222	-34.19	-269
28.882	28.922	1885.5222	1885.2949	-33.82	-265.77
28.922	28.963	1885.2949	1885.0676	-34.04	-265.52
28.963	29.003	1885.0676	1884.8403	-33.76	-263.05
29.003	29.043	1884.8403	1884.613	-33.29	-261.31
29.043	29.083	1884.613	1884.3856	-33.3	-261.42
29.083	29.124	1884.3856	1884.1583	-32.53	-256.68
29.124	29.164	1884.1583	1883.9448	-32.36	-253.71
29.164	29.204	1883.9448	1883.763	-31.29	-249.59
29.204	29.244	1883.763	1883.5811	-31.55	-250.66
29.244	29.285	1883.5811	1883.3992	-31.97	-250.59
29.285	29.325	1883.3992	1883.2174	-31.99	-250.47
29.325	29.365	1883.2174	1883.0355	-32.1	-250.84
29.365	29.395	1883.0355	1882.8889	-32.06	-253
29.395	29.434	1882.8889	1882.7151	999999	-254.06
29.434	29.473	1882.7151	1882.5412	-32.98	-260.3
29.473	29.511	1882.5412	1882.3674	-32.96	-261.41
29.511	29.55	1882.3674	1882.1936	-33.33	-260.75
29.55	29.589	1882.1936	1882.0197	-31.81	-262.74
29.589	29.628	1882.0197	1881.8019	-33.21	-262.39
29.628	29.666	1881.8019	1881.5784	-31.4	-261.01
29.666	29.705	1881.5784	1881.3549	-33.4	-262.42
29.705	29.744	1881.3549	1881.1314	-33.36	-262.45
29.744	29.783	1881.1314	1880.9079	-33.19	-264.74
29.783	29.822	1880.9079	1880.6844	-33.78	-265.52
29.822	29.86	1880.6844	1880.4609	-34.17	-271.07
29.86	29.899	1880.4609	1880.2374	-34.57	-273.21
29.899	29.938	1880.2374	1880.0139	-34.02	-275.1
29.938	29.977	1880.0139	1879.8166	-35.37	-278.86
29.977	30.016	1879.8166	1879.621	-34.77	-279.07
30.016	30.054	1879.621	1879.4254	-35.25	-282.38
30.054	30.093	1879.4254	1879.2299	-34.51	-279.81
30.093	30.132	1879.2299	1879.0343	-35.52	-282.63
30.132	30.171	1879.0343	1878.871	-35.93	-282.81
30.171	30.209	1878.871	1878.7146	-34.26	-280.49
30.209	30.248	1878.7146	1878.5581	-35.38	-280.86
30.248	30.287	1878.5581	1878.4017	-34.6	-278.85
30.287	30.337	1878.4017	1878.2	-33.64	-269.55
30.337	30.378	1878.2	1878.0333	-33.78	-263.19
30.378	30.42	1878.0333	1877.8889	-32.85	-260.16
30.42	30.461	1877.8889	1877.75	-32.69	-252.56
30.461	30.502	1877.75	1877.6111	-32.01	999999
30.502	30.543	1877.6111	1877.4722	-31.78	999999
30.543	30.585	1877.4722	1877.3333	-30.53	-244.81
30.585	30.626	1877.3333	1877.1944	-31.17	-246.68
30.626	30.667	1877.1944	1877.0556	-30.66	-245.78
30.667	30.708	1877.0556	1876.8889	-30.01	-245.98
30.708	30.75	1876.8889	1876.7037	-31.05	-251.15
30.75	30.791	1876.7037	1876.5185	-32.52	-254.79
30.791	30.832	1876.5185	1876.3333	-32.51	-258.77
30.832	30.873	1876.3333	1876.1481	-32.51	-262.41
30.873	30.915	1876.1481	1875.9583	-33.68	-266.56
30.915	30.956	1875.9583	1875.75	-33.83	-269.45
30.956	30.997	1875.75	1875.5417	-34.75	-272.62
30.997	31.038	1875.5417	1875.3333	-34.02	-277.19
31.038	31.08	1875.3333	1875.125	-34.29	-280.42
31.08	31.121	1875.125	1874.9048	-35.82	-285.93
31.121	31.162	1874.9048	1874.6667	-36.1	-285.67
31.162	31.203	1874.6667	1874.4286	-35.78	-286.37
31.203	31.245	1874.4286	1874.1905	-35.51	-284.04
31.245	31.286	1874.1905	1873.9524	-35.44	-281.12
31.286	31.327	1873.9524	1873.7143	-34.06	-275.52
31.327	31.367	1873.7143	1873.4719	-33.92	-270.4
31.367	31.407	1873.4719	1873.2294	-33.75	-264.06
31.407	31.447	1873.2294	1872.987	-33.14	-263.63
31.447	31.487	1872.987	1872.7446	-33.53	-264.26
31.487	31.527	1872.7446	1872.5022	-32.66	-263.32
31.527	31.567	1872.5022	1872.2597	-33.61	-265.51
31.567	31.607	1872.2597	1872.0173	-34.1	-268.22
31.607	31.647	1872.0173	1871.7374	-33	-270.32
31.647	31.687	1871.7374	1871.4545	-33.31	-272.08
31.687	31.727	1871.4545	1871.1717	-34.21	-275.61
31.727	31.767	1871.1717	1870.9167	-34.96	-277.44
31.767	31.807	1870.9167	1870.7045	-35.35	-278.83
31.807	31.847	1870.7045	1870.4924	-35.79	-283.19
31.847	31.887	1870.4924	1870.2803	-35.11	-284.25
31.887	31.927	1870.2803	1870.0682	-35.42	-284.14
31.927	31.967	1870.0682	1869.8561	-35.75	-280.61
31.967	32.007	1869.8561	1869.6439	-35.55	-281.52
32.007	32.047	1869.6439	1869.4318	-33.64	-280
32.047	32.087	1869.4318	1869.2197	-35.11	-278.54
32.087	32.127	1869.2197	1869.0076	-34.87	-276.02
32.127	32.167	1869.0076	1868.7662	-34.74	-273.58
32.167	32.207	1868.7662	1868.5238	-34.26	-271.3
32.207	32.247	1868.5238	1868.2814	-33.88	-267.16
32.247	32.287	1868.2814	1868.039	-33.37	-265.89
32.287	32.317	1868.039	1867.8571	-33.51	-264.77
32.317	32.358	1867.8571	1867.6705	-32.68	-261.94
32.358	32.399	1867.6705	1867.4838	-33.62	-261.67
32.399	32.439	1867.4838	1867.2971	-33.67	-264.6
32.439	32.48	1867.2971	1867.1105	-33.7	-263.74
32.48	32.521	1867.1105	1866.9111	-33.09	-265.76
32.521	32.562	1866.9111	1866.6933	-33.39	-265.2
32.562	32.603	1866.6933	1866.4756	-32.45	-267.09
32.603	32.644	1866.4756	1866.2578	-33.13	-267.73
32.644	32.684	1866.2578	1866.04	-34.12	-269.68
32.684	32.725	1866.04	1865.7867	-33.61	-270.08
32.725	32.766	1865.7867	1865.5254	-33.62	-268.91
32.766	32.807	1865.5254	1865.264	-33.75	-266.19
32.807	32.848	1865.264	1865.0027	-33.67	-267.56
32.848	32.889	1865.0027	1864.8384	-33.71	-266.22
32.889	32.929	1864.8384	1864.675	-33.58	-266.66
32.929	32.97	1864.675	1864.5117	-33.72	-266.74
32.97	33.011	1864.5117	1864.3484	-33.42	-267.05
33.011	33.052	1864.3484	1864.185	-33.89	-266.03
33.052	33.093	1864.185	1864.0217	-31.3	-264.76
33.093	33.134	1864.0217	1863.8381	-31.58	-264.52
33.134	33.174	1863.8381	1863.6515	-33.88	-265.73
33.174	33.215	1863.6515	1863.4648	-33.81	-265.33
33.215	33.256	1863.4648	1863.2781	-32.76	-267.47
33.256	33.297	1863.2781	1863.0914	-34.67	-270.33
33.297	33.317	1863.0914	1863	-34.86	-272.6
33.317	33.357	1863	1862.736	-35.47	-278.52
33.357	33.397	1862.736	1862.472	-35.74	-282
33.397	33.437	1862.472	1862.208	-35.59	-284.57
33.437	33.477	1862.208	1861.965	-36.13	-285.15
33.477	33.517	1861.965	1861.8	-35.24	-284.69
33.517	33.557	1861.8	1861.635	-35.65	-282.55
33.557	33.597	1861.635	1861.47	-34.95	-279.53
33.597	33.637	1861.47	1861.305	-35.01	-275.12
33.637	33.677	1861.305	1861.14	-34.57	-273.46
33.677	33.717	1861.14	1860.9714	-33.96	-268.56
33.717	33.757	1860.9714	1860.7829	-33.42	-265.52
33.757	33.797	1860.7829	1860.5943	-33.16	-261.82
33.797	33.837	1860.5943	1860.4057	-33.05	-259.76
33.837	33.877	1860.4057	1860.2171	-31.85	-258.13
33.877	33.917	1860.2171	1860.0286	-32.6	-255.92
33.917	33.957	1860.0286	1859.84	-31.74	-255.73
33.957	33.997	1859.84	1859.6514	-32.48	-256.13
33.997	34.037	1859.6514	1859.4629	-32.91	-258.09
34.037	34.077	1859.4629	1859.2743	-33.04	-258.21
34.077	34.117	1859.2743	1859.0857	-33.29	-260.22
34.117	34.157	1859.0857	1858.88	-33.6	-262.51
34.157	34.197	1858.88	1858.66	-33.53	-264.96
34.197	34.237	1858.66	1858.44	-34.15	-267.54
34.237	34.277	1858.44	1858.22	-34.45	-269.55
34.277	34.317	1858.22	1858	-34.49	-272.11
34.317	34.357	1858	1857.8267	-34.4	-272.9
34.357	34.397	1857.8267	1857.6533	-34.36	-272.03
34.397	34.437	1857.6533	1857.48	-34.18	-271.23
34.437	34.477	1857.48	1857.3067	-33.67	-265.88
34.477	34.517	1857.3067	1857.1333	-33.06	-261.29
34.517	34.557	1857.1333	1856.964	-31.54	-257.35
34.557	34.597	1856.964	1856.808	-32.38	-254.8
34.597	34.637	1856.808	1856.652	-32.1	-254.27
34.637	34.677	1856.652	1856.496	-32.28	-255.63
34.677	34.717	1856.496	1856.34	-31.78	-257.69
34.717	34.757	1856.34	1856.184	-32.51	-257.97
34.757	34.797	1856.184	1856.028	-32.51	-257.8
34.797	34.837	1856.028	1855.8578	-32.62	-258.89
34.837	34.877	1855.8578	1855.6844	-32.57	-257.77
34.877	34.917	1855.6844	1855.5111	-32.19	-256.88
34.917	34.957	1855.5111	1855.3378	-31.73	-255.2
34.957	34.997	1855.3378	1855.1644	-32.15	-254.23
34.997	35.037	1855.1644	1854.9927	-31.98	-253.23
35.037	35.077	1854.9927	1854.8509	-31.28	-252.89
35.077	35.117	1854.8509	1854.7091	-31.19	-254.53
35.117	35.157	1854.7091	1854.5673	-32.62	-257.61
35.157	35.197	1854.5673	1854.4255	-31.29	-259.51
35.197	35.237	1854.4255	1854.2836	-32.64	-265.24
35.237	35.277	1854.2836	1854.1418	-33.06	-269.68
35.277	35.317	1854.1418	1854	-34.25	-272.07
35.317	35.357	1854	1853.7736	-34.76	-274.84
35.357	35.398	1853.7736	1853.5473	-35.06	-277.28
35.398	35.438	1853.5473	1853.3209	-34.94	-278.36
35.438	35.478	1853.3209	1853.0945	-35.02	-279.35
35.478	35.519	1853.0945	1852.8242	-35.19	-278.43
35.519	35.559	1852.8242	1852.5224	-34.28	-276.78
35.559	35.599	1852.5224	1852.2206	-34.86	-276.04
35.599	35.639	1852.2206	1851.9594	-34.92	-273.36
35.639	35.68	1851.9594	1851.8085	-34.43	-272.57
35.68	35.72	1851.8085	1851.6575	-34.11	-270.3
35.72	35.76	1851.6575	1851.5066	-34.22	-269.32
35.76	35.801	1851.5066	1851.3557	-34.09	-267.5
35.801	35.841	1851.3557	1851.2048	-32.9	-267.92
35.841	35.881	1851.2048	1851.0539	-33.58	-266.95
35.881	35.922	1851.0539	1850.8836	-33.65	-265.8
35.922	35.962	1850.8836	1850.7025	-33.37	-263.76
35.962	36.002	1850.7025	1850.5214	-32.96	-261.55
36.002	36.042	1850.5214	1850.3403	-32.7	-259.28
36.042	36.083	1850.3403	1850.1592	-32.65	-259.04
36.083	36.123	1850.1592	1849.9726	-33	-259.78
36.123	36.163	1849.9726	1849.7463	-33.41	-263.54
36.163	36.204	1849.7463	1849.5199	-33.59	-265.58
36.204	36.244	1849.5199	1849.2935	-34.02	-270.72
36.244	36.274	1849.2935	1849.125	-34.18	-272.71
36.274	36.314	1849.125	1848.9341	-33.9	-274.02
36.314	36.355	1848.9341	1848.7572	-32.85	-261.24
36.355	36.395	1848.7572	1848.5802	-32.84	-260.54
36.395	36.436	1848.5802	1848.4032	-32.6	-260.08
36.436	36.476	1848.4032	1848.2263	-32.78	-258.98
36.476	36.516	1848.2263	1848.0493	-32.91	-260.58
36.516	36.557	1848.0493	1847.8564	-33.07	-263.22
36.557	36.597	1847.8564	1847.6573	-32.51	-264.61
36.597	36.638	1847.6573	1847.4582	-33.74	-268.88
36.638	36.678	1847.4582	1847.2591	-34.03	-271
36.678	36.718	1847.2591	1847.06	-34.19	-273.39
36.718	36.759	1847.06	1846.8888	-32.45	-265.72
36.759	36.799	1846.8888	1846.7295	-33.12	-263.52
36.799	36.84	1846.7295	1846.5702	-33.27	-264.11
36.84	36.88	1846.5702	1846.411	-33.21	-266.04
36.88	36.92	1846.411	1846.2517	-33.75	-267.15
36.92	36.961	1846.2517	1846.0924	-33.54	-269.94
36.961	37.001	1846.0924	1845.9045	-34.14	-270.02
37.001	37.042	1845.9045	1845.677	-33.82	-272.05
37.042	37.082	1845.677	1845.4495	-34.37	-274.5
37.082	37.122	1845.4495	1845.2219	-34.42	-273.59
37.122	37.163	1845.2219	1844.9964	-32.93	-260.96
37.163	37.203	1844.9964	1844.8516	-34.37	-270.51
37.203	37.244	1844.8516	1844.7069	-34.22	-271.74
37.244	37.284	1844.7069	1844.5621	-33.95	-269.98
37.284	37.314	1844.5621	1844.4545	-33.94	-267.9
37.314	37.353	1844.4545	1844.3068	-33.22	-263.14
37.353	37.392	1844.3068	1844.1591	-33.17	-268.29
37.392	37.431	1844.1591	1844.0114	-32.85	-266.12
37.431	37.47	1844.0114	1843.875	-32.56	-265.82
37.47	37.509	1843.875	1843.7396	-32.74	-266.27
37.509	37.548	1843.7396	1843.6042	-32.71	-270.23
37.548	37.587	1843.6042	1843.4688	-33.12	-273.59
37.587	37.626	1843.4688	1843.3333	-33.43	-267.44
37.626	37.665	1843.3333	1843.1979	-33.58	-265.05
37.665	37.704	1843.1979	1843.0625	-34.88	-278.24
37.704	37.743	1843.0625	1842.9028	-35.12	-280.34
37.743	37.781	1842.9028	1842.7222	-34.22	-278.86
37.781	37.82	1842.7222	1842.5417	-34.1	-278.21
37.82	37.859	1842.5417	1842.3611	-32.61	999999
37.859	37.898	1842.3611	1842.1806	-34.03	-271.73
37.898	37.937	1842.1806	1842	-34.42	-261.24
37.937	37.976	1842	1841.7292	-34.19	-259.26
37.976	38.015	1841.7292	1841.4584	-33.67	-257.37
38.015	38.054	1841.4584	1841.1875	-33.54	-255.94
38.054	38.093	1841.1875	1840.9167	-32.23	-257.08
38.093	38.132	1840.9167	1840.6459	-33.51	-259.17
38.132	38.171	1840.6459	1840.3751	-34.41	-286.32
38.171	38.21	1840.3751	1840.1042	-33.74	-284.71
38.21	38.249	1840.1042	1839.8	-33.07	-283.33
38.249	38.289	1839.8	1839.5043	-34.61	-280.37
38.289	38.328	1839.5043	1839.2087	-34.59	-276.76
38.328	38.368	1839.2087	1838.9517	-34.38	-270.73
38.368	38.407	1838.9517	1838.7874	-33.9	-266.8
38.407	38.447	1838.7874	1838.6232	-33.63	-264.96
38.447	38.486	1838.6232	1838.4589	-33.07	-262.44
38.486	38.526	1838.4589	1838.2947	-32.8	-257.28
38.526	38.566	1838.2947	1838.1304	-32.42	-251.12
38.566	38.605	1838.1304	1837.9696	-31.87	-249.45
38.605	38.645	1837.9696	1837.8217	-31.69	-247.73
38.645	38.684	1837.8217	1837.6739	-31.5	-245.88
38.684	38.724	1837.6739	1837.5261	-31.24	-246.51
38.724	38.763	1837.5261	1837.3783	-31.72	-249.42
38.763	38.803	1837.3783	1837.2304	-31.62	-250.37
38.803	38.842	1837.2304	1837.0826	-32.39	-254.6
38.842	38.882	1837.0826	1836.9457	-32.81	-258.13
38.882	38.922	1836.9457	1836.8225	-33.2	-262.62
38.922	38.961	1836.8225	1836.6993	-33.7	-263.88
38.961	39.001	1836.6993	1836.5761	-34.14	-269.07
39.001	39.04	1836.5761	1836.4529	-34.25	999999
39.04	39.08	1836.4529	1836.3297	-34.09	-268.98
39.08	39.119	1836.3297	1836.2065	-34	-268.96
39.119	39.159	1836.2065	1836.0833	-33.81	-277.53
39.159	39.199	1836.0833	1835.956	-33.28	-271.36
39.199	39.239	1835.956	1835.812	-32.93	-266.72
39.239	39.279	1835.812	1835.668	-32.74	-263.65
39.279	39.319	1835.668	1835.524	-32.37	-257.93
39.319	39.358	1835.524	1835.38	-31.86	-250.11
39.358	39.398	1835.38	1835.236	-31.28	-246.96
39.398	39.438	1835.236	1835.092	-31.06	-244.39
39.438	39.478	1835.092	1834.948	-30.85	-241.71
39.478	39.518	1834.948	1834.804	-30.89	-242.59
39.518	39.558	1834.804	1834.66	-31.49	-245.96
39.558	39.598	1834.66	1834.516	-31.86	-250.57
39.598	39.638	1834.516	1834.372	-32.18	-252.66
39.638	39.677	1834.372	1834.228	-32.53	-255.72
39.677	39.717	1834.228	1834.084	-32.81	999999
39.717	39.757	1834.084	1833.9143	-33.15	-259.24
39.757	39.797	1833.9143	1833.7086	-33.36	-262.33
39.797	39.837	1833.7086	1833.5029	-33.55	-265.31
39.837	39.877	1833.5029	1833.2971	-33.96	-266.49
39.877	39.917	1833.2971	1833.0914	-34.08	-266.76
39.917	39.957	1833.0914	1832.8667	-34.08	-270.61
39.957	39.996	1832.8667	1832.6267	-34.54	-272.77
39.996	40.036	1832.6267	1832.3867	-34.47	-274.54
40.036	40.076	1832.3867	1832.1467	-34.85	-275.68
40.076	40.116	1832.1467	1831.92	-35.36	-279.84
40.116	40.156	1831.92	1831.7143	-35.2	-277.95
40.156	40.197	1831.7143	1831.5065	-35.34	-281.02
40.197	40.238	1831.5065	1831.2987	-35.19	-281.21
40.238	40.279	1831.2987	1831.0909	-34.94	-278.03
40.279	40.32	1831.0909	1830.9091	-34.62	-275.92
40.32	40.361	1830.9091	1830.7475	-34.35	-273.28
40.361	40.401	1830.7475	1830.5859	-33.58	-270.44
40.401	40.442	1830.5859	1830.4242	-33.52	-268.18
40.442	40.483	1830.4242	1830.2626	-33.8	-267.7
40.483	40.524	1830.2626	1830.101	-33.78	-267.27
40.524	40.565	1830.101	1829.9221	-33.94	-267.6
40.565	40.606	1829.9221	1829.7143	-33.93	-269.24
40.606	40.647	1829.7143	1829.5065	-34.05	-269.92
40.647	40.688	1829.5065	1829.2987	-34.08	-268.85
40.688	40.729	1829.2987	1829.0909	-33.98	-269
40.729	40.77	1829.0909	1828.8977	-33.82	-267.09
40.77	40.811	1828.8977	1828.7159	-33.77	-266.93
40.811	40.851	1828.7159	1828.5341	-33.85	-267.2
40.851	40.892	1828.5341	1828.3523	-33.74	-265.6
40.892	40.933	1828.3523	1828.1705	-33.58	-265.52
40.933	40.974	1828.1705	1827.9886	-33.87	-265.57
40.974	41.015	1827.9886	1827.8068	-33.92	-268
41.015	41.056	1827.8068	1827.625	-34.1	-270.17
41.056	41.096	1827.625	1827.4375	-34	-270.74
41.096	41.135	1827.4375	1827.25	-33.88	-268.6
41.135	41.175	1827.25	1827.0625	-33.37	-264
41.175	41.214	1827.0625	1826.875	-32.88	-260.17
41.214	41.254	1826.875	1826.6875	-32.33	-254.73
41.254	41.293	1826.6875	1826.5	-31.89	-252.51
41.293	41.333	1826.5	1826.3125	-31.89	-250.77
41.333	41.373	1826.3125	1826.125	-32.01	-252.1
41.373	41.412	1826.125	1825.9445	-32.53	-258.03
41.412	41.452	1825.9445	1825.7778	-33.01	-262.12
41.452	41.491	1825.7778	1825.6111	-33.75	-266.45
41.491	41.531	1825.6111	1825.4445	-33.96	-269.57
41.531	41.571	1825.4445	1825.2778	-34.27	-270.57
41.571	41.61	1825.2778	1825.1111	-34.44	-272.05
41.61	41.65	1825.1111	1824.9445	-34.49	-273.1
41.65	41.689	1824.9445	1824.7778	-34.48	-272.56
41.689	41.729	1824.7778	1824.6111	-34.47	-271.49
41.729	41.768	1824.6111	1824.4445	-34.43	-269.76
41.768	41.808	1824.4445	1824.2778	-34.25	-269.01
41.808	41.848	1824.2778	1824.1111	-33.93	-265.99
41.848	41.887	1824.1111	1823.9286	-33.78	-264.72
41.887	41.927	1823.9286	1823.7143	-33.45	-261.36
41.927	41.966	1823.7143	1823.5	-33.33	-259.28
41.966	42.006	1823.5	1823.2858	-33.21	-260.28
42.006	42.046	1823.2858	1823.08	-33.38	-260.68
42.046	42.086	1823.08	1822.8534	-33.44	-263.89
42.086	42.126	1822.8534	1822.6134	-34.31	-268.26
42.126	42.166	1822.6134	1822.3734	-34.72	-273.92
42.166	42.206	1822.3734	1822.1334	-35.42	-280.26
42.206	42.246	1822.1334	1821.9086	-35.84	-284.47
42.246	42.286	1821.9086	1821.7029	-36.16	-286.34
42.286	42.326	1821.7029	1821.4972	-36.17	-287.22
42.326	42.366	1821.4972	1821.2915	-35.8	-284.39
42.366	42.406	1821.2915	1821.0858	-35.54	-281.4
42.406	42.446	1821.0858	1820.86	-34.95	-274.85
42.446	42.486	1820.86	1820.62	-34.14	-268.44
42.486	42.526	1820.62	1820.38	-33.64	-264.22
42.526	42.566	1820.38	1820.14	-33.24	-259.86
42.566	42.606	1820.14	1819.8801	-32.83	-258.96
42.606	42.646	1819.8801	1819.5921	-32.47	-254.81
42.646	42.686	1819.5921	1819.3041	-32.1	-252.53
42.686	42.726	1819.3041	1819.0161	-31.89	-251.77
42.726	42.766	1819.0161	1818.8058	-31.68	-251.29
42.766	42.806	1818.8058	1818.6	-31.89	-250.88
42.806	42.846	1818.6	1818.3943	-32.11	-254.09
42.846	42.886	1818.3943	1818.1886	-32.34	-254.49
42.886	42.926	1818.1886	1817.9761	-32.62	-257.57
42.926	42.966	1817.9761	1817.6881	-32.71	-259.57
42.966	43.006	1817.6881	1817.4	-33.11	-263
43.006	43.046	1817.4	1817.112	-33.37	-265
43.046	43.086	1817.112	1816.8533	-33.46	-266.43
43.086	43.125	1816.8533	1816.6133	-33.39	-267.53
43.125	43.165	1816.6133	1816.3733	-33.74	-267.74
43.165	43.205	1816.3733	1816.1333	999999	-267.48
43.205	43.245	1816.1333	1815.84	-33.87	-268.07
43.245	43.285	1815.84	1815.48	-33.87	-267.44
43.285	43.324	1815.48	1815.12	-33.89	-267.59
43.324	43.364	1815.12	1814.8933	-33.85	-267.27
43.364	43.404	1814.8933	1814.7333	-34.01	-268.83
43.404	43.444	1814.7333	1814.5733	-34.29	-271.35
43.444	43.484	1814.5733	1814.4133	-34.57	-272.39
43.484	43.523	1814.4133	1814.2533	-34.54	-274.43
43.523	43.563	1814.2533	1814.0933	-34.61	-274.64
43.563	43.603	1814.0933	1813.85	-34.28	-271.5
43.603	43.643	1813.85	1813.49	999999	-271.56
43.643	43.683	1813.49	1813.13	-33.94	-269.67
43.683	43.722	1813.13	1812.816	-33.95	-268.5
43.722	43.762	1812.816	1812.528	999999	-267.71
43.762	43.802	1812.528	1812.24	-33.75	-265.91
43.802	43.842	1812.24	1811.9657	-33.58	-264.99
